gene_symbol,logfc,pval,pval_adj,scores
NTRK2,0.784234,3.035438023918943e-79,2.0854031948478593e-76,18.848282
MT-ND2,0.992518,1.345896122018703e-78,9.075327702767595e-76,18.769323
EPCAM-DT,0.777697,1.918221054588006e-78,1.269932091630154e-75,18.750488
FRMD4A,0.67649305,2.388396997274623e-78,1.552969847585064e-75,18.738827
HSP90B1,1.0918618,3.5141815353757147e-78,2.2448838257210616e-75,18.718264
KDM6A,0.53537863,4.603443340220673e-77,2.8410267610866973e-74,18.580713
DPP10,0.66422534,5.444572047902393e-77,3.3041292901370325e-74,18.571705
KCNMA1,1.1107042,6.43738862088856e-76,3.7806160397386166e-73,18.43861
MT-CO1,0.7229723,2.671502797010217e-74,1.544043807059302e-71,18.236034
TMEM50B,0.90942645,3.8764315421831017e-72,2.1715173125226324e-69,17.961853
BCL6,1.1230505,5.165239332249579e-69,2.7658337436157597e-66,17.558012
NAV2,0.7505539,1.4814259504937813e-67,7.705954529911368e-65,17.366438
DCC,1.095424,4.203588850841269e-67,2.1557898202370742e-64,17.306477
DLC1,0.49738792,6.744673807380109e-67,3.410931426032285e-64,17.279226
TBCD,0.71989506,1.3505628329258757e-64,6.645499171959052e-62,16.97081
SEMA4B,1.4404254,2.6343168961805586e-64,1.262115089785875e-61,16.931532
ATP2B4,0.8754671,4.7955521864740575e-64,2.2677356651154985e-61,16.896236
CLU,0.70948154,2.198513013504836e-62,1.000653198096726e-59,16.669107
NEAT1,0.4281468,4.138153592365023e-61,1.8602277605579657e-58,16.492731
RAB40B,0.5491169,9.124494516106874e-60,4.0517206624449207e-57,16.304794
SORBS1,0.8358829,2.72079667244665e-59,1.1936102221340652e-56,16.2379
HSPA12A,0.6913563,5.8636285104349825e-58,2.482633038627425e-55,16.048422
STXBP5L,0.82627976,1.763797605264217e-57,7.381999816423065e-55,15.979918
AGO2,0.5602292,3.169763617294081e-57,1.2968250880102481e-54,15.943335
RPS6KA2,0.6186889,4.6665684695292366e-57,1.887989901249984e-54,15.919152
PCSK6,0.46258497,1.3876928469804732e-55,5.4331905316401055e-53,15.70546
NDRG1,0.5038526,1.5905821090571703e-55,6.161305931381881e-53,15.696803
DYSF,0.60706383,2.4976365966315316e-55,9.473327474640347e-53,15.668145
SNTG1,0.78799546,5.987505497086685e-55,2.247598455256911e-52,15.612469
GALNT15,0.96310705,7.529188257287551e-55,2.7692202305490338e-52,15.597846
APIP,0.95079756,1.0484369213310422e-54,3.81756851795059e-52,15.576691
B3GAT1,0.56662107,5.210037997651926e-54,1.8782960749554645e-51,15.473845
STAT3,0.7287838,1.8003027794813269e-53,6.36433250548292e-51,15.393838
CELF2,0.7442819,4.705435146518012e-53,1.6474452361059024e-50,15.331561
AMD1,0.54043037,6.570157435885143e-53,2.278405452909046e-50,15.309864
CACNA1C,0.8497682,4.4434378852511044e-52,1.4843528465849837e-49,15.185033
XPO1,0.5794337,1.1418349166592699e-51,3.779681180490667e-49,15.12302
AGBL4,0.8669254,1.4217644889519108e-51,4.663899871325854e-49,15.108577
SNHG14,0.3626273,3.354395344930623e-51,1.0808871088461402e-48,15.051904
FAM53B,0.504391,6.009355019844686e-50,1.8387616385091153e-47,14.859812
ABCA6,1.5034213,1.3021810483998655e-49,3.91859639126743e-47,14.807915
ZDHHC11B,0.79203576,6.075991213087339e-49,1.8134343610732473e-46,14.704002
NFASC,0.40702525,9.894445569494907e-49,2.9290776591581184e-46,14.670954
FGF14,0.6299955,1.0634504972072698e-48,3.122770927767025e-46,14.666059
DDX17,0.3448666,1.1148113288995783e-48,3.2474008086313157e-46,14.662857
LAMA2,0.7192253,3.522783859820311e-48,1.0100126449116311e-45,14.584542
TRA2A,0.40747637,3.7039933662450374e-48,1.0455023755946844e-45,14.581119
CCSER1,0.73263663,2.490513364267892e-47,6.975736355363268e-45,14.450451
DSCAM,0.8210546,2.5212166759405584e-47,7.007827603385314e-45,14.449607
MT-ND5,1.0900846,4.0578589550082234e-47,1.1109380471410484e-44,14.416789
MEG3,0.49904707,1.2324146332025756e-45,3.299608942953837e-43,14.179201
PDE8B,0.95463604,1.2790092129137427e-45,3.3993637562492846e-43,14.176597
MSI2,0.54542446,1.9831679974754778e-45,5.232689356817181e-43,14.145776
ENSG00000226471,1.11137,5.365453947242197e-45,1.4055173318487978e-42,14.075591
DLGAP2,0.792354,1.0241454509122108e-44,2.663656011329673e-42,14.029818
ASAP2,0.8482791,1.985984994053724e-44,5.128630184644269e-42,13.982772
KIF1A,0.6071841,9.741676551771421e-44,2.4463029420903517e-41,13.869156
TENM2,0.6858459,1.3596066903281927e-43,3.390821836180147e-41,13.8452215
PWRN1,0.87523043,3.1431424437474658e-43,7.785585215083859e-41,13.784874
ATP8A2,0.75375396,4.4183883239798724e-43,1.0797473533741955e-40,13.760276
DOCK1,0.34468544,1.2835808914450707e-42,3.115849827953194e-40,13.6829605
PAPOLA,0.5208995,4.17988478541773e-42,9.947579399126168e-40,13.596862
FANCL,0.48720238,4.4737461095430547e-42,1.0577795022122188e-39,13.59189
JAKMIP3,0.5239583,1.954740788310842e-41,4.533504559488814e-39,13.483549
ERC2,0.616933,2.5222691747182874e-41,5.812712986698878e-39,13.464733
MT-CYB,0.6143797,6.806781345708897e-41,1.549053264749702e-38,13.391205
PLCB1,0.61071634,1.0793174182534006e-40,2.4410003623256416e-38,13.356925
SHB,0.57768196,1.4756751537634689e-40,3.316807635730582e-38,13.333616
PRKCA,0.57145107,1.49033562089172e-40,3.329208627479099e-38,13.332879
TPT1-AS1,0.48929843,1.5285880225900465e-40,3.3938382364968765e-38,13.330989
TACC1,0.4168941,3.0639264376099723e-40,6.720704183509296e-38,13.2790165
GRIN1,1.0003064,1.0973466673995862e-39,2.3926099912187863e-37,13.183135
CD47,0.47704113,2.781421197473985e-39,6.028399323953735e-37,13.112799
CDH12,0.7931534,3.216425925109755e-39,6.929970460656592e-37,13.101776
NSUN2,0.9298225,4.059996857754869e-39,8.696035622621782e-37,13.084088
BCL2,0.6042336,4.74009818560054e-39,1.0034677624074817e-36,13.072314
CACNA1A,0.90436584,5.558213369951481e-39,1.169859336570366e-36,13.060199
ROR1,0.73603076,6.093259163468928e-39,1.2751020267829344e-36,13.053201
MT-ND1,0.7493945,1.1009149367400517e-38,2.277642879351066e-36,13.008067
SVIP,0.5656204,1.6580661877812975e-38,3.4109325440391304e-36,12.976731
SSBP3,0.5774925,7.98748000552764e-38,1.6157784553404024e-35,12.855723
ELAVL3,0.44839755,9.253308465517691e-38,1.8614998223559676e-35,12.844344
CARS1,0.87137866,1.1449642535825345e-37,2.2781660328659696e-35,12.82785
PHACTR3,0.34601533,2.221170340417338e-37,4.395502958438919e-35,12.7764
GRB10,0.49869308,2.9238596016603426e-37,5.754787881927373e-35,12.754997
SMYD3,0.54919755,2.1336520854439207e-36,4.088975775536002e-34,12.5991745
XYLT1,0.70547205,2.29918211331186e-36,4.3831318905712805e-34,12.59328
MAPT,0.3798973,2.4723446063357804e-36,4.68869853155721e-34,12.587548
HABP4,0.73059434,2.8432414717309394e-36,5.364150697858392e-34,12.576508
NCOR2,0.46482632,2.8738336985926024e-36,5.393919207894528e-34,12.575662
ENSG00000286619,1.0966102,3.4615595481884504e-36,6.4637080137763e-34,12.560949
ELF2,0.37423941,4.4724055166910286e-36,8.266458359073793e-34,12.540663
CREBRF,0.51569843,7.126870881422931e-36,1.310624356234201e-33,12.503686
TANC1,0.4620447,1.780115167786272e-35,3.257163491931343e-33,12.430725
SND1,0.51138693,2.797921815125418e-35,5.093896456617335e-33,12.3945265
ZDHHC21,0.5081151,5.330470452972257e-35,9.656372643463972e-33,12.342749
RALYL,0.5290986,7.476447766464854e-35,1.341046384593686e-32,12.315485
CAMK1D,0.8840859,7.797434163790196e-35,1.3849764525459933e-32,12.312093
PHACTR1,0.4871089,9.453782443206816e-35,1.6629523010726887e-32,12.29654
TOB2,0.50480175,1.970343491555073e-34,3.4492378468511213e-32,12.237063
ZNF506,0.49999484,3.3803657791322634e-34,5.889276495204018e-32,12.193164
PXK,0.24915892,5.162246281346155e-34,8.950843409351248e-32,12.158622
ANKRD11,0.42381254,6.0095301938942296e-34,1.0370569356401738e-31,12.146198
MATN2,0.55545706,6.2393869204945e-34,1.0716441346653103e-31,12.143128
SYN3,0.84765387,7.562577660782657e-34,1.292810224339991e-31,12.127385
GTF2IRD1,0.75784105,1.5329917589485227e-33,2.57231778464671e-31,12.069372
BAALC,0.8829214,1.6473721302832614e-33,2.7515648627465187e-31,12.063449
DAB1,0.64661914,1.8060497826304124e-33,3.0028257847095242e-31,12.055875
DSCAML1,0.3076421,3.14715936264541e-33,5.16190841047949e-31,12.010034
ATRNL1,0.50589025,3.179029666021809e-33,5.19079947081552e-31,12.009201
SLC6A15,0.69364494,4.0325181302243974e-33,6.496993369811096e-31,11.989516
COL4A5,0.2820073,4.0777426843349824e-33,6.5409148291632324e-31,11.988593
PRUNE2,0.25830913,4.637751832291016e-33,7.406571040235985e-31,11.977927
SCAPER,0.39619052,5.8193335559590786e-33,9.17288196708147e-31,11.959094
TMPRSS5,0.76983947,6.885951809118539e-33,1.0807382641104493e-30,11.945109
CCDC122,0.53652334,7.42201182895448e-33,1.15987250951026e-30,11.938875
SYNE1,0.49956125,6.283327277185748e-32,9.612962723398632e-30,11.759867
GAS7,0.385626,1.0012940453976928e-31,1.525486141465305e-29,11.720458
MTUS1,0.33668122,1.005502880353825e-31,1.525515453310145e-29,11.720102
MT-ND4L,1.4362881,1.1302098558762488e-31,1.7061851267469808e-29,11.710194
PDE7A,0.43251392,1.133958037660028e-31,1.7061851267469808e-29,11.709913
KCNQ3,0.7691651,1.2292549033887219e-31,1.841960063464615e-29,11.70307
ANK2,0.18489738,1.3408073579866807e-31,2.000880226188976e-29,11.695698
TPST1,0.7173464,1.7547266785945939e-31,2.6078819518769943e-29,11.672837
ITPRID2,0.5778242,2.7871839322243348e-31,4.108783050208602e-29,11.633415
AFDN,0.40497568,2.90676122016385e-31,4.2677818366373433e-29,11.62983
NFIC,0.48311982,3.1367755303381876e-31,4.5686508244269633e-29,11.623327
ATP8A1,0.19109918,5.117397079882254e-31,7.423691731978989e-29,11.581449
SYT1,0.40359476,5.586767962011146e-31,8.072436310823407e-29,11.573924
CTIF,0.43166,6.355302113929861e-31,9.146611089818739e-29,11.562864
PIP4K2A,0.16111726,1.0928981728198249e-30,1.5667168609730498e-28,11.51623
TOM1L2,0.38482285,1.2653556065270251e-30,1.8068285625436094e-28,11.503593
RGS7,0.5188149,2.60039671420851e-30,3.6842663485509837e-28,11.441274
MAN2A1,0.22489762,2.7274733772560613e-30,3.8493318066917714e-28,11.437134
FLNB,0.7520245,2.748887570348607e-30,3.864575066082374e-28,11.436455
KCNQ5,0.5431345,2.9895614361426034e-30,4.186765808185557e-28,11.429169
STXBP1,0.6597204,3.365701341647786e-30,4.6954757567846425e-28,11.418873
MIR29B2CHG,0.574101,3.769010061588645e-30,5.238060853533044e-28,11.409032
ZHX2,0.37292808,5.958774527752359e-30,8.249844034392352e-28,11.369117
SPATS2L,0.47004104,8.004682993147463e-30,1.1040398376760812e-27,11.343322
KHDRBS3,0.4842875,8.782143043347943e-30,1.206699594318435e-27,11.33521
ENSG00000286749,0.433981,1.095234268873006e-29,1.4992357217369887e-27,11.31586
PDE4DIP,0.55758196,1.1180100926854016e-29,1.524681029770069e-27,11.3140545
PRIMA1,0.50312513,1.3904552559380069e-29,1.8891513723587577e-27,11.29491
APPL2,0.4624245,1.910116376023401e-29,2.5855448878722706e-27,11.266979
KLHL32,0.2656192,2.256853366932191e-29,3.043575733212405e-27,11.252278
ROBO2,0.4658728,2.78498058134709e-29,3.728187975294494e-27,11.233721
CTNNA1,0.4006962,3.2449593745272896e-29,4.328038855138743e-27,11.220211
SPIDR,0.4441646,3.967500251000473e-29,5.272431355453621e-27,11.202419
MARK3,0.36842376,4.1053586477479167e-29,5.435793421156259e-27,11.199393
PTGES3,0.47855502,4.9847900487292123e-29,6.576310697620582e-27,11.182184
MYO18A,0.43666175,5.0393837819992e-29,6.624333655962269e-27,11.181217
ZCCHC24,0.38208956,1.1741033221234598e-28,1.5323100417619862e-26,11.105914
LINC00882,0.35756102,1.2378298171192252e-28,1.6097092607480438e-26,11.1011915
GABRB1,0.80927485,1.2882881742949135e-28,1.6693647331824338e-26,11.09762
UBE2B,0.45254385,1.41679769474807e-28,1.8293772220271889e-26,11.089117
SHC2,0.81733215,1.60161639270403e-28,2.0607086957999696e-26,11.078142
AFF3,0.8306388,1.713795603561304e-28,2.1972790674955704e-26,11.072078
KIRREL3,0.34199283,1.9026905147899667e-28,2.4309041061239392e-26,11.062706
PLIN3,0.9029555,2.5850397589854144e-28,3.29113523441178e-26,11.035191
PDS5A,0.3912103,2.734095910309512e-28,3.4687770134560955e-26,11.030149
KALRN,0.46536282,2.855413297181023e-28,3.610114895033174e-26,11.026244
KLF9,0.65835726,6.036877915055576e-28,7.606048395951683e-26,10.958687
ASIC2,0.887291,9.098175885644132e-28,1.1384287984469901e-25,10.921499
LRRC1,0.37335247,9.458212477879308e-28,1.1794261395361004e-25,10.9179735
FXR1,0.39581236,1.0366469805618789e-27,1.2882726913385371e-25,10.909641
SLIT2,0.60312986,1.2861305451203608e-27,1.592877054725258e-25,10.890019
RALGDS,0.39163193,1.3040425842569803e-27,1.6095863924733955e-25,10.88876
PRRC2B,0.4286506,1.6305010225545932e-27,2.0057365957181703e-25,10.868391
NR3C2,0.51373255,1.9070626273145718e-27,2.3302001471737647e-25,10.854085
ARHGAP26,0.7858654,2.1716505425913066e-27,2.6270478258084603e-25,10.842208
CXXC5,0.4939322,2.1955716960925748e-27,2.6471906158318816e-25,10.841207
ENSG00000287277,0.70773077,2.2532399153971753e-27,2.698002988296741e-25,10.838834
PDIA6,0.84999937,2.253808799756396e-27,2.698002988296741e-25,10.838811
HNRNPC,0.3850577,2.259944280540772e-27,2.698002988296741e-25,10.838562
LINC01138,0.73920846,2.72419369156271e-27,3.241612441084359e-25,10.821454
RALGAPA2,0.4451775,3.2457645074603474e-27,3.8371680923911096e-25,10.805389
CACNA1E,1.0532395,3.518498414924687e-27,4.1327601382012164e-25,10.797982
MIRLET7BHG,0.3859971,4.2855371797608606e-27,5.017523465898793e-25,10.779857
CNTN1,0.5477649,4.338251951319388e-27,5.0629625016487685e-25,10.778732
PLCXD1,1.9687036,7.462023778548372e-27,8.680741527939402e-25,10.728723
SLC9A9,0.3185587,8.010427659821311e-27,9.259545776171858e-25,10.722167
STK3,0.36918184,9.258310708952835e-27,1.0668152200455397e-24,10.708771
HS6ST3,0.58345354,9.729792807439912e-27,1.117606358689281e-24,10.70417
GSTO2,0.71180594,1.0752956683680229e-26,1.2312473546105801e-24,10.694905
HIVEP2,0.44549888,1.1331704887924625e-26,1.2894063699347232e-24,10.690044
CDC42BPB,0.3889156,1.3211162585709873e-26,1.4985820936787163e-24,10.675802
KSR1,0.5051213,1.3392595628977572e-26,1.5144446957836378e-24,10.674536
PDIA3,0.56684023,1.470133672063766e-26,1.6572912466621004e-24,10.665872
PKD1,0.516593,1.5431939249033388e-26,1.7342832467154435e-24,10.661363
SHMT1,0.8430861,1.5543789260914435e-26,1.7414783217489733e-24,10.660691
PDZD2,0.41198847,2.1225943806113467e-26,2.3707946805773117e-24,10.631678
RAB11FIP4,0.43339208,2.4118628731959692e-26,2.6856498758046372e-24,10.619758
SFMBT2,0.45902848,2.679730070924517e-26,2.974827175076327e-24,10.609921
ELMO1,0.15993835,3.1337171683228935e-26,3.457724531302218e-24,10.595289
OGA,0.39985365,3.9130444139720766e-26,4.304585293098225e-24,10.574489
PTPRN2,0.77293223,4.347034212004241e-26,4.753279571396349e-24,10.564625
RHOBTB3,0.48502946,5.743422553685626e-26,6.261362336071887e-24,10.538456
MET,0.72377706,6.022458696614843e-26,6.545963166004169e-24,10.533993
ZNF483,0.39060465,6.200242060706014e-26,6.719143271262721e-24,10.531255
PCGF5,0.35597104,6.924967080107006e-26,7.482252264713838e-24,10.520845
NBEA,0.37149754,7.869664014732748e-26,8.477816748652331e-24,10.50879
JAKMIP2,0.36296585,8.189776389726119e-26,8.796641236068065e-24,10.505029
FGF12,0.48317116,8.579286818753151e-26,9.18791151895411e-24,10.500644
GALNT17,0.87098014,1.0112198914330544e-25,1.0766239382122918e-23,10.485116
MICAL3,0.33156133,1.1013237119042193e-25,1.1691369970220534e-23,10.477044
SLC8A1,0.6215272,1.2164241953646528e-25,1.2875708663260969e-23,10.467636
MT-ATP8,1.5193652,1.2611597543365632e-25,1.3310535934754475e-23,10.464216
EP400,0.43816686,1.274548952141752e-25,1.3412970070920657e-23,10.463216
KLC1,0.37790555,1.3103726904459443e-25,1.3750227782281763e-23,10.46059
MYT1L,0.7690177,1.3853003785762986e-25,1.4494700397908098e-23,10.45532
HSP90AA1,0.28404874,1.557225637548647e-25,1.6246905419604967e-23,10.444224
HSPA5,0.7850512,1.6544661970627094e-25,1.7212120904984964e-23,10.438476
ENSG00000261329,0.37909874,1.8031343965841203e-25,1.870533608217122e-23,10.430303
PFKFB3,0.50720054,2.3688442187049435e-25,2.4504078321444432e-23,10.404343
BTBD8,0.41877505,2.6040884619233787e-25,2.6861209369845345e-23,10.395321
CD22,0.34361196,2.8490090321308403e-25,2.930455279038084e-23,10.386748
MAP7,0.13318183,3.243566018399396e-25,3.326893686252361e-23,10.374367
ENSG00000274422,0.82487154,3.289740686166071e-25,3.3647763445134546e-23,10.373016
ZNF652,0.3478983,3.346135246406122e-25,3.4128704927770224e-23,10.371392
DCLK1,0.63976926,4.0044275295831927e-25,4.0728831063458995e-23,10.3542185
YARS1,0.7993316,4.690824818970038e-25,4.757724604689054e-23,10.3390665
UACA,0.5190608,5.186303300776625e-25,5.2166761267369744e-23,10.329439
GMDS,0.69991124,7.980888548417719e-25,7.983519610576538e-23,10.28801
SAMHD1,0.8797538,8.34842413409688e-25,8.328296426595496e-23,10.283673
IL6ST,0.4791114,9.606369370893544e-25,9.557025178496605e-23,10.270142
ZNF544,0.69174725,1.4373302015587257e-24,1.4221757418249003e-22,10.231196
PACS2,0.36256877,1.5203443198812501e-24,1.5002378692551784e-22,10.225758
CHORDC1,0.48307776,1.6725774336939575e-24,1.645997013936875e-22,10.216508
GPC5,1.0152451,1.942851921710087e-24,1.9068227539975118e-22,10.201973
WDR45B,0.6141954,2.0348078249344927e-24,1.9917049064923317e-22,10.197481
TENM4,1.0676482,2.1672152196639497e-24,2.1156203908419232e-22,10.191356
MAPK10,0.3602065,2.2097717190437213e-24,2.151395931385561e-22,10.189465
ZNF586,0.5682195,2.2207424514153772e-24,2.156311310424979e-22,10.188983
ATP2A2,0.43818477,2.4166004362955285e-24,2.3402461459147015e-22,10.180762
EEPD1,0.41930225,2.7123815128057743e-24,2.6197144733231794e-22,10.169521
DNM3,0.13602547,3.219816100033464e-24,3.0934022119899337e-22,10.152802
CMIP,0.5925606,3.680367350436017e-24,3.526566735896743e-22,10.1397505
PRR14L,0.4771313,4.074392201612745e-24,3.8938784473785636e-22,10.12981
DGKB,0.57824266,4.110977143614333e-24,3.9185575851645315e-22,10.128936
RAB11FIP3,0.47567457,4.367929056043716e-24,4.152611822158324e-22,10.123006
PDK4,0.49905005,5.419484621647952e-24,5.1389133865480525e-22,10.101877
SORL1,0.5873869,6.98271179385136e-24,6.604013034745863e-22,10.076998
ORC3,0.5230353,7.534791829574183e-24,7.107690157991066e-22,10.069516
CANX,0.4201002,7.846426561751817e-24,7.363507318724412e-22,10.065529
PCNX2,0.5789733,8.100041503626446e-24,7.581972011055172e-22,10.062399
SCARB1,0.55546665,8.386404193303099e-24,7.829891012475703e-22,10.058978
KAT2B,0.32544115,1.2631622513750642e-23,1.1763238848355202e-21,10.018571
GALNTL6,0.7119766,1.2761694524086603e-23,1.1854051556404117e-21,10.017558
ZBTB8OS,0.43939295,1.4179558448343366e-23,1.3137559344047803e-21,10.007137
SLC25A29,0.460119,1.510592937332534e-23,1.3960332495977722e-21,10.000874
RASA3,0.50468624,1.6092772975864272e-23,1.483468479992835e-21,9.994605
FRMPD4,0.58417875,2.104033909337895e-23,1.934648553202309e-21,9.968009
PRRC2C,0.36208084,2.1180787411882267e-23,1.9426570056459875e-21,9.967348
CACNA2D3,0.72427756,2.2551731754676738e-23,2.063200142339923e-21,9.961116
LRRC8C-DT,0.40411368,2.4295202763829685e-23,2.2171351454550537e-21,9.953711
FAM193A,0.394294,3.037667237316332e-23,2.765188486129057e-21,9.931462
ENSG00000259972,0.487497,3.536973718597801e-23,3.2036887323776895e-21,9.916279
AHCTF1,0.46790984,3.6108600562905575e-23,3.2624971803883815e-21,9.914214
SYNDIG1,0.35490006,4.371630235823086e-23,3.940094063039361e-21,9.8951025
CACNA1B,0.7957172,4.5618369696561334e-23,4.091271126579289e-21,9.89084
CASTOR3P,0.34876344,5.434255688585814e-23,4.849806816980066e-21,9.873307
KCND3,1.3443905,6.469602290114858e-23,5.759686029038196e-21,9.855805
ADGRB3,0.23001894,7.312197684481722e-23,6.4781445763345125e-21,9.8435
BBS2,0.35609844,7.962099011129434e-23,7.01975663906162e-21,9.834932
MSRA,0.5696,9.133090395524134e-23,8.032707427097216e-21,9.821112
KDM4B,0.41645756,9.311391691546185e-23,8.16979263307421e-21,9.819162
RIMS2,0.44806197,9.534542029699553e-23,8.345474624649523e-21,9.816774
ATP11A,0.35069558,9.739281479370684e-23,8.483892756623094e-21,9.814631
SGK1,0.26433972,1.0241476956435457e-22,8.878872831850664e-21,9.80956
SLAIN1,0.21173735,1.043310016683427e-22,9.02351646733419e-21,9.807689
SEL1L,0.4530956,1.2108806468792647e-22,1.0448006188191419e-20,9.792644
ZNF493,0.3862499,1.4650194537604842e-22,1.261094287241767e-20,9.773366
CBFB,0.36636454,1.4904211296295036e-22,1.2799342965110728e-20,9.771625
L3MBTL2-AS1,0.68837035,1.5616966306871544e-22,1.3379881815666039e-20,9.7668915
LRP2,0.3417886,1.7947292677473387e-22,1.5304375198411265e-20,9.752787
GRIP1,0.7799066,2.024689194786307e-22,1.7224996018822197e-20,9.740543
EFHD1,0.3352364,2.69796130005842e-22,2.28993395938758e-20,9.7113285
PTPRK,0.16220288,2.8488794564954035e-22,2.412404622556061e-20,9.70578
CALR,0.73638755,3.1726877313582786e-22,2.6803690411651423e-20,9.694797
KIF19,0.6082117,3.682729866831191e-22,3.1040638868300307e-20,9.679566
SPTBN1,0.28210446,3.9008387920516626e-22,3.2727498178844507e-20,9.673682
INPP4B,0.57756656,4.1470985186115816e-22,3.463356062907679e-20,9.667418
DOCK4,0.20986229,4.163324859151392e-22,3.463356062907679e-20,9.667018
PCLO,0.61695266,4.1660715026737428e-22,3.463356062907679e-20,9.66695
GARS1,0.86265403,4.512390858601345e-22,3.742714713972487e-20,9.658772
CCDC144A,0.37750936,5.87114129660125e-22,4.85516968960735e-20,9.631766
CLASP1,0.2850532,5.880286260345055e-22,4.85516968960735e-20,9.631606
PSIP1,0.41355658,6.763986322071738e-22,5.547078152235949e-20,9.617211
ATOSA,0.36594778,7.29607517725037e-22,5.943281641029987e-20,9.609417
DNAJC3,0.5228407,7.40181658652222e-22,6.015958605992122e-20,9.607936
DNMT3A,0.36477444,1.1032129345493001e-21,8.946590060759269e-20,9.566748
MCF2L,0.4953609,1.373788839317753e-21,1.109144106812373e-19,9.544036
NUCKS1,0.3440834,1.829160527863973e-21,1.473526396915553e-19,9.514314
AARS1,0.59161705,2.018274990733704e-21,1.6222832000572988e-19,9.504078
PPP1CB,0.45978874,2.1826871284613357e-21,1.7470828693317412e-19,9.495923
SNX29,0.3236204,2.1831338722013134e-21,1.7470828693317412e-19,9.495902
DAZAP1,0.42545226,2.58481222812408e-21,2.0639952379485524e-19,9.4782915
LINC01473,0.35197535,2.795839813990806e-21,2.227617490307073e-19,9.470097
ZCCHC7,0.3423819,4.4238971985647375e-21,3.5170948645008565e-19,9.422044
MAPK1IP1L,0.587689,4.685056143301909e-21,3.716607065139632e-19,9.416021
FER,0.34191766,5.277542167929075e-21,4.1775188134485535e-19,9.403504
PSAP,0.33567932,6.465501509979335e-21,5.106764446450489e-19,9.382127
MTUS2,0.70169944,8.422843744790136e-21,6.624029944606878e-19,9.354208
SH3PXD2A,0.361443,8.53755707266399e-21,6.699774313143129e-19,9.3527775
GTDC1,0.31570026,8.584883443653534e-21,6.722425289254032e-19,9.352193
ZNF708,0.27950844,9.381352986224181e-21,7.330339590866843e-19,9.342807
STOX2,0.3406754,9.689540128141277e-21,7.538793486023081e-19,9.339385
NMT1,0.6217433,1.005619606707121e-20,7.807381901795243e-19,9.335451
CATSPER2,0.59947735,1.1462763487698105e-20,8.88047115136305e-19,9.321573
MYRIP,0.57049966,1.1545416080643206e-20,8.925513595082388e-19,9.320811
NEDD4,1.8259019,1.1711316644501412e-20,9.03458605210986e-19,9.319298
KAT6A,0.33382556,1.2113925158239277e-20,9.325417396655573e-19,9.31571
PPP2R2C,0.43223366,1.2466015738550386e-20,9.556054001517825e-19,9.312669
ATAD3C,1.4478939,1.4523875414875688e-20,1.111015444551373e-18,9.296432
MEIS2,0.34125304,1.5422966596088055e-20,1.1773187834313591e-18,9.29004
MAGI2-AS3,0.33961445,1.76664303166756e-20,1.3457532650434978e-18,9.275575
IFNGR2,0.7288907,1.848740442616557e-20,1.405351503059584e-18,9.270731
