gene_symbol,logfc,pval,pval_adj,scores
DHCR24,0.96518457,3.021243592137696e-43,6.918837841315584e-41,13.787728
ZNF365,0.5693277,6.962651115200391e-43,1.5845253275417287e-40,13.727358
CDK19,0.2866163,1.191717754109467e-42,2.695206637430678e-40,13.688358
CREBRF,0.5048166,2.5291095024621005e-42,5.649689276297547e-40,13.633567
SGCD,0.585525,6.585818575585475e-42,1.453350460449808e-39,13.563562
CEP170,0.3868647,7.221248517543336e-42,1.5839765121734213e-39,13.556807
PAPOLA,0.4329178,7.734019745710419e-42,1.686294173537771e-39,13.551772
MID1IP1,0.88179696,8.991209371597245e-42,1.9487375930868982e-39,13.540713
ADGRL3,0.43403888,9.948267119996593e-42,2.1434100732148872e-39,13.53328
PRKX,0.9023589,1.039300330013825e-41,2.226059036262553e-39,13.5300665
ARHGAP12,0.9423614,1.735269417259005e-41,3.673525001234586e-39,13.492331
LDLRAD3,0.6452665,2.064949834647322e-41,4.34618227625308e-39,13.479503
PPP4R2,0.4332931,4.909479831594862e-41,1.0215084550173263e-38,13.415449
MKLN1,0.272244,8.003490029716853e-41,1.6464580732319215e-38,13.379171
SPP1,0.43337992,9.552204771929899e-41,1.9540161806489407e-38,13.366015
GAB1,0.22985233,1.7653235315720658e-40,3.591003376067154e-38,13.320243
MT-ND2,0.5314637,3.262306123775675e-40,6.599282809939994e-38,13.274318
EDIL3,0.18086925,9.63611838530356e-40,1.9385101803628353e-37,13.192933
HTRA1,0.38447303,1.3277635587493392e-39,2.656402565998953e-37,13.168751
XPO1,0.43326184,1.4846043126999705e-39,2.9539569526793075e-37,13.160317
ADAM10,0.33688748,3.162893764121275e-39,6.225258796712641e-37,13.103049
IRS2,0.6882095,3.471965708470494e-39,6.796839536388582e-37,13.095973
RFTN2,0.31351125,6.792579528082477e-39,1.3086317765954453e-36,13.044923
GRIA4,0.5432791,1.0778189418980811e-38,2.0655549111785753e-36,13.009687
HSPH1,0.7620634,4.1250850644482265e-38,7.82305194618171e-36,12.906718
FXR1,0.39114866,7.450398135417271e-38,1.4056160461492935e-35,12.861105
FOXN2,0.37938935,8.959271066776564e-38,1.6815720519766404e-35,12.846843
ANKRD12,0.30006412,9.954934589308207e-38,1.858867068030207e-35,12.838686
MAPT,0.29631793,1.0880992509636773e-37,2.021421935004562e-35,12.831798
ZNF706,0.41085938,1.1201937331019438e-37,2.070481939579085e-35,12.829546
GPM6B,0.2325826,1.5824602227363402e-37,2.881027081513781e-35,12.802751
FAM171B,0.7066279,3.1611565575330355e-37,5.726568784721039e-35,12.748915
FOXP1,0.3575072,3.8360623045720365e-37,6.88264612948031e-35,12.733819
PNISR,0.3492446,4.997692488351075e-37,8.920391121854869e-35,12.713155
STIP1,0.88426024,5.334016022880639e-37,9.474253240250236e-35,12.708062
ENSG00000260971,1.1071558,9.337469031847023e-37,1.6504656426583194e-34,12.664194
ENSG00000273118,0.690065,1.3436387819722837e-36,2.363506054549507e-34,12.635601
ZSWIM6,0.23956521,1.9148717393102802e-36,3.342698070277205e-34,12.607705
DOCK5,0.18843052,1.918663892914248e-36,3.342698070277205e-34,12.60755
DLG1,0.20696354,2.3185807797956333e-36,4.0011451826501705e-34,12.592617
CPM,0.4763726,3.6937345177597454e-36,6.314378462942153e-34,12.555812
GRIN2A,0.63782704,7.24642143823296e-36,1.2137528185203623e-33,12.502363
NDRG1,0.30838072,7.266783325207047e-36,1.2137528185203623e-33,12.502141
PPFIBP2,0.5353476,1.4330333726988193e-35,2.3718005075777002e-33,12.4480505
TTYH2,0.30278158,1.631537973753502e-35,2.6881249185661768e-33,12.43769
CPEB2,0.3372492,2.1415473470146365e-35,3.496772286972957e-33,12.41594
JADE2,0.68617463,6.657195490056843e-35,1.0725743459466803e-32,12.324844
RYBP,0.29866192,7.242338683326466e-35,1.1617094102964021e-32,12.318051
LGR4,0.7783881,3.213012128978308e-34,5.04276713967061e-32,12.1973
MPDZ,0.34733775,6.003668844818012e-34,9.382214162125041e-32,12.146278
HSP90AB1,0.4555045,6.522566649036591e-34,1.0149559693364118e-31,12.139497
APOLD1,0.54612994,1.0013616404830799e-33,1.5515565980114853e-31,12.104369
KANSL1L,0.40091476,2.7919055867745438e-33,4.271380933850197e-31,12.019935
SERPINI1,0.45408347,4.2001560257615484e-33,6.398999213808766e-31,11.986142
ABCA6,0.7073122,6.428806627808455e-33,9.753571122156728e-31,11.95082
ADSS2,0.3964597,9.605719830366004e-33,1.4513007073165433e-30,11.917402
PIEZO2,0.28915492,1.1433194861231649e-32,1.7202706251535816e-30,11.90288
SUN2,0.3618834,1.9967266857566634e-32,2.9919675753815484e-30,11.856271
PCDH17,0.58202803,3.2218028457706947e-32,4.8078805418115794e-30,11.816132
USP54,0.22843765,3.4768514133660743e-32,5.167310761774918e-30,11.809728
DNAJB1,1.1929624,4.40185936344083e-32,6.515467607382419e-30,11.789877
CAMK2N1,0.37363318,1.6665719352237426e-31,2.4469039236035047e-29,11.67722
SGK1,0.2532016,5.581641990253156e-31,8.065029688456267e-29,11.574003
RICTOR,0.2976,1.3834376457859228e-30,1.9832177778880714e-28,11.495893
H2AC6,0.47625658,1.737796594636528e-30,2.4717441251525493e-28,11.476186
FAM171A1,0.37706193,2.638517971191149e-30,3.7382769014401603e-28,11.440011
AGAP1,0.13845985,3.3092675995855076e-30,4.6704283657406e-28,11.420342
RFX3,0.3849322,6.686148487131011e-30,9.399847054571984e-28,11.359058
SGK3,0.23913705,7.77332473368255e-30,1.0886242315494192e-27,11.345888
RBM48,0.69242704,1.1436852945555682e-29,1.5894606467693645e-27,11.312063
GPHN,0.24852605,1.2272221272845916e-29,1.699072703372112e-27,11.305877
NDRG2,0.41857174,1.367019637136932e-29,1.8854514783117414e-27,11.296404
ATXN1,0.22993216,1.4182885603849238e-29,1.9487820022919187e-27,11.293169
TAFA5,0.51331234,1.5195890588515476e-29,2.080123188379795e-27,11.287106
BBX,0.30820298,2.5190558444408818e-29,3.3846443323904576e-27,11.242581
METTL7A,0.69532084,2.531578415892103e-29,3.388964458803796e-27,11.242145
DIP2C,0.1704036,2.6159099978234643e-29,3.489029847646446e-27,11.239251
VEZF1,0.45078263,4.771336856691114e-29,6.317597004575885e-27,11.186067
FDFT1,0.45195606,8.394367508084302e-29,1.0994809701595886e-26,11.135846
LINC00862,0.45544112,8.657494594420076e-29,1.1298806206882573e-26,11.133097
RHOBTB3,0.46975085,1.038588725232758e-28,1.3506104522562566e-26,11.116864
FAM53B,0.32272223,1.1385036956793462e-28,1.4752738991842118e-26,11.108664
RAB30,0.377225,2.204579982250673e-28,2.828738185277431e-26,11.049492
KIF13B,0.2765059,2.256484557120066e-28,2.882916340135293e-26,11.047403
NCOA7,0.24016519,3.186515590968052e-28,4.0569022971443605e-26,11.01637
RAB3IP,0.530137,4.214299801088436e-28,5.346727677952339e-26,10.991169
BNIP3L,0.43055063,5.437322139129484e-28,6.874436587846625e-26,10.96815
GIT1,0.58972603,5.48379648313835e-28,6.9092040672676e-26,10.967381
P2RX7,0.29962492,8.888759888297784e-28,1.1084161816873249e-25,10.923614
PACS2,0.32430324,1.1118299065090466e-27,1.3817047971265327e-25,10.903275
PLOD3,0.687175,1.3683842932310852e-27,1.6947486015350435e-25,10.884372
KIAA1958,0.35850886,4.721943851258547e-27,5.769644950067994e-25,10.770932
IKZF2,0.38283086,4.842305779943327e-27,5.896924349809246e-25,10.768615
L3MBTL4,0.32253945,5.2511094055240595e-27,6.373446522464735e-25,10.761149
NDUFAF6,0.44269967,6.044234838765829e-27,7.2875059254682565e-25,10.74818
HIP1,0.2718061,6.62472911837397e-27,7.961044114133102e-25,10.739717
PPA1,0.5800124,8.929332514628691e-27,1.0660159197464258e-24,10.71212
SIK2,0.34712422,1.0202807101455767e-26,1.2022802983113508e-24,10.699773
YPEL2,0.29175547,1.2791252638150465e-26,1.4988225081962637e-24,10.678802
PIP4K2A,0.1331165,1.3491850288112038e-26,1.5745681175985115e-24,10.673849
CDKN1C,0.6490843,1.4456415088794765e-26,1.6817475597865656e-24,10.667434
BAHCC1,0.6449602,1.4933558410936029e-26,1.7317220664299448e-24,10.664415
TMCC2,0.42027375,1.8994506347297233e-26,2.174930707917569e-24,10.64203
IRAK2,0.5731024,3.820963592595035e-26,4.347778947924075e-24,10.576721
SLC5A3,1.4568592,5.1158500754342923e-26,5.803063331673317e-24,10.549334
CLMN,0.19234212,5.166310170949792e-26,5.8421020479696846e-24,10.548411
MAP4K4,0.17276427,7.650469016132141e-26,8.597804870845788e-24,10.511455
XIST,0.60267955,9.094489735995727e-26,1.0157931296536087e-23,10.495138
CPEB3,0.41037717,9.177218001776346e-26,1.0218986601855668e-23,10.494283
MAP2K4,0.35102716,1.5037976885712592e-25,1.659281255644142e-23,10.447537
CNOT2,0.2956894,1.5576858532074525e-25,1.713548558519328e-23,10.444197
ENSG00000286314,0.60891974,2.0207836258594205e-25,2.2030171672093777e-23,10.419469
SASH1,0.26387206,2.23746549358848e-25,2.4319580164938433e-23,10.409777
PRRG1,0.34333625,2.8028908731580088e-25,3.0284528923866294e-23,10.388306
BBS2,0.30915475,3.175486617999508e-25,3.4208822110827835e-23,10.376392
ARHGAP5,0.32526454,4.194341566810329e-25,4.491893092079344e-23,10.349783
FAM13B,0.29510692,4.4585717853629005e-25,4.7469449078547933e-23,10.343932
CTBP2,0.41413158,4.569495677022749e-25,4.8508593758528375e-23,10.3415785
DENND11,0.41801003,5.6616903982425675e-25,5.992833452930475e-23,10.321023
PDK4,0.47878733,6.11754678038654e-25,6.456582996157528e-23,10.313585
MAPRE2,0.29296476,6.57180748232377e-25,6.915972660299802e-23,10.306702
EHBP1,0.41659644,6.927192484389249e-25,7.268960597740096e-23,10.301638
PHF21A,0.32344446,7.044470571023713e-25,7.370783403221708e-23,10.300023
ZBTB37,0.45401323,7.584676542190319e-25,7.91327341702676e-23,10.2929125
ATP1B1,0.27999616,7.95110759823891e-25,8.271877996202149e-23,10.28837
TIAM2,0.4155162,8.219952599544977e-25,8.527205528621986e-23,10.285167
CLCN4,0.48833042,9.192625504621659e-25,9.482206228733253e-23,10.274387
NDE1,0.34657586,9.29663025726973e-25,9.562398331291114e-23,10.273303
DPYSL2,0.217051,2.357158103462642e-24,2.4109224961595988e-22,10.183186
SORCS2,0.43014356,2.565838281869783e-24,2.6170113030656175e-22,10.174931
PI16,0.82842124,2.7932370234368296e-24,2.8409873323291014e-22,10.166659
ENSG00000248752,0.64867973,3.224608040490181e-24,3.2705968793963364e-22,10.1526575
NACC2,0.57054055,4.0577541428582605e-24,4.104192884715416e-22,10.13021
EPB41L2,0.29987243,6.530995970170383e-24,6.551146701538402e-22,10.083569
SLCO1A2,0.21862029,7.436116338688216e-24,7.438567805613058e-22,10.070812
ENSG00000242593,0.45317942,9.04645266826144e-24,8.999984550730478e-22,10.051517
SYNJ2,0.22141366,1.46286855051624e-23,1.4396208016593873e-21,10.004051
NFKB1,0.40492615,1.5646532775963578e-23,1.5356376049552178e-21,9.997391
EPCAM-DT,0.37078878,1.7660381389656382e-23,1.7286285138714198e-21,9.985391
ALCAM,0.22280423,1.8029364906901404e-23,1.760014034825989e-21,9.98334
FAM107B,0.21653531,2.9855273353097405e-23,2.8760451794165394e-21,9.933188
ENSG00000273748,0.55916107,2.985678012247204e-23,2.8760451794165394e-21,9.933184
SOX10,0.37068358,4.090541705164757e-23,3.899078653624585e-21,9.90175
TNKS,0.24131441,5.1885420220205307e-23,4.9327726398384225e-21,9.877946
TFEB,0.3199197,6.79084706796117e-23,6.422553855548107e-21,9.850936
TNRC6B,0.22586535,7.841961545702786e-23,7.359317108302316e-21,9.836463
KDM6A,0.24127251,8.499583398142459e-23,7.955959657921933e-21,9.828355
LRP1B,0.3182662,8.673245423709476e-23,8.097697753028448e-21,9.826318
NEAT1,0.21743505,8.935065371367285e-23,8.320808191872778e-21,9.82332
LCORL,0.38044497,8.996380559986496e-23,8.356535942607866e-21,9.822632
CLIP4,0.27170485,1.2044091228603416e-22,1.115901907928518e-20,9.793185
NEGR1,0.33323905,1.2175473140579868e-22,1.125211492372574e-20,9.7920885
SPATA13,0.29787984,1.8043620181426274e-22,1.638414708344373e-20,9.752243
ENSG00000235189,0.7543239,2.3520235736971754e-22,2.130395083717949e-20,9.725304
VPS13C,0.2217923,3.020863367894026e-22,2.722665271083101e-20,9.699801
PPM1K,0.3897182,3.698557148397809e-22,3.3252311824064443e-20,9.679129
SEMA5A,0.60290885,3.708031965589836e-22,3.3255384219472195e-20,9.678866
MRPS6,1.3636706,3.7622397806791623e-22,3.365864248012031e-20,9.677382
SH3KBP1,0.35965464,3.9342532213902046e-22,3.5111281445406896e-20,9.67281
NEO1,0.21246994,4.474218399627575e-22,3.983257710690446e-20,9.659642
AKT3,0.22503902,4.743531449509214e-22,4.2127187107202326e-20,9.653653
CREBBP,0.31946322,5.154970573137741e-22,4.5669778226056313e-20,9.645123
HBP1,0.361142,6.411160841934806e-22,5.638724361751935e-20,9.622722
PPP2R5A,0.37511027,6.4682850945630675e-22,5.675257755740492e-20,9.62181
PHGDH,0.708883,7.275644680306173e-22,6.368287838925682e-20,9.609706
DYRK1A,0.31647673,7.413900090647502e-22,6.473739330951003e-20,9.607767
PDE1C,0.2025079,8.002118307578846e-22,6.954012692495487e-20,9.599901
GDAP1,0.39537573,1.0030807557150942e-21,8.675576360355822e-20,9.576584
ITPRID2,0.41047364,1.046357100236127e-21,9.02842529236916e-20,9.572219
SHTN1,0.15860702,1.225334470289151e-21,1.054772546859777e-19,9.555883
DNAJA1,0.60596687,1.2797830678861195e-21,1.099043893110127e-19,9.551381
MSI2,0.3135935,1.4150785433882207e-21,1.212372704043574e-19,9.540966
ATG4C,0.23919493,1.9189226678213967e-21,1.6401833845237722e-19,9.509331
UBE2R2,0.28212935,2.0777321139731503e-21,1.7635054017247168e-19,9.501056
NFASC,0.17544386,2.3136579386805107e-21,1.9591840200752268e-19,9.489851
IP6K3,0.6108472,2.5976660435522803e-21,2.1945757767476943e-19,9.477774
INTS6,0.4170181,2.728269923112931e-21,2.299577880564538e-19,9.472652
ZNF521,0.6310654,3.1074146019401773e-21,2.6130988564860446e-19,9.459054
RAD21,0.4377194,4.308716026908886e-21,3.59837082504143e-19,9.424813
LHFPL2,1.2650465,5.400845430263325e-21,4.500127775898128e-19,9.401075
SPRED1,0.44774047,9.507578346564184e-21,7.8501120806144e-19,9.341392
MVB12B,0.21108153,1.0224457574018497e-20,8.422917402379219e-19,9.3336935
CNTN2,0.21168986,1.1314857134453525e-20,9.25835006696004e-19,9.322951
LINC02199,0.82126474,1.1462486614561987e-20,9.358117995727154e-19,9.321576
BOK,0.3957413,1.309281662008238e-20,1.0641420508268742e-18,9.307458
MEGF10,0.23487912,1.767219462638405e-20,1.4331402020844011e-18,9.275539
UTP23,0.51401675,1.8001567195964632e-20,1.4566068105321426e-18,9.273571
JAKMIP3,0.3190065,1.912097447918878e-20,1.5437537089494941e-18,9.267137
ZNF397,0.3439436,2.04695938032828e-20,1.6489797556750737e-18,9.259862
ITPR2,0.6038247,2.184591835912906e-20,1.7559681662088465e-18,9.252912
FLCN,0.43540147,2.2689581370940105e-20,1.81976439841117e-18,9.248862
PIK3R1,0.28157523,2.939788199359926e-20,2.3474466648046845e-18,9.221132
PACRG-AS3,0.6551533,3.1890591714177185e-20,2.535371671389999e-18,9.212402
ZMYND8,0.2770035,1.11080034140128e-19,8.792709137196393e-18,9.077517
RDX,0.24772157,1.2254883609495168e-19,9.679497223187376e-18,9.066813
CHD7,0.29317352,1.2989437997753552e-19,1.0237476544896155e-17,9.060466
EYA4,0.8693191,1.6623183948367013e-19,1.3044900300171114e-17,9.033524
ARHGAP32,0.367124,1.705783600564023e-19,1.3357202680373593e-17,9.030699
RELN,0.7540859,3.055682171247207e-19,2.3774251969968654e-17,8.966686
ARHGAP35,0.28702787,3.278217969766872e-19,2.5343200151836803e-17,8.958938
KCNIP3,1.2592915,4.0627889982285154e-19,3.1275744821035245e-17,8.935245
SIRT2,0.30233818,5.461037330299722e-19,4.1774641023292754e-17,8.902484
GPR135,0.64434177,6.638707258868436e-19,5.057083864224215e-17,8.88079
EFR3B,0.49929518,8.612299175588377e-19,6.53314661628175e-17,8.851795
NFIA,0.22331095,8.871974127100002e-19,6.716139748772667e-17,8.848479
EMSY,0.3447152,9.45581757050135e-19,7.128472657910874e-17,8.841363
TBC1D5,0.18751217,1.0562158697338057e-18,7.91786965367588e-17,8.828994
EMC2,0.31960765,1.469653236178308e-18,1.0876628787748893e-16,8.7919655
TSEN15,0.38051835,1.678486754712802e-18,1.2371874435749502e-16,8.77703
TMEM98,0.33568582,1.9596209452984166e-18,1.4356884881329164e-16,8.75959
RRAGC-DT,0.36799157,2.1235712988166932e-18,1.5526802837854102e-16,8.750527
THRA,0.40277925,2.153697240888496e-18,1.5715515818683753e-16,8.748939
ARHGAP17,0.31575784,2.2155826933099227e-18,1.613475940576018e-16,8.74574
TMPRSS5,0.5293771,2.2258403636907178e-18,1.6177105653234813e-16,8.745218
ACTN4,0.266132,2.4797766739034286e-18,1.7951019532837304e-16,8.733012
ZFAND5,0.42673677,2.514476535388572e-18,1.816609516003347e-16,8.7314415
PICALM,0.16433673,2.9823077732856497e-18,2.15033248793816e-16,8.712125
KIF1B,0.1617869,3.4082621919996276e-18,2.452601639033408e-16,8.696982
DOCK9,0.16685323,3.9646842570064335e-18,2.836190239020005e-16,8.679799
CELSR2,0.53506756,4.0810236598763406e-18,2.9136908530081826e-16,8.676509
NOL4L,0.39651504,4.266527531070559e-18,3.0401722203784965e-16,8.67145
KANK1,0.27299035,4.400148824028074e-18,3.12926208946309e-16,8.667938
TCF4,0.17897093,4.441087126203518e-18,3.152219579713889e-16,8.666883
ENSG00000250075,0.6401261,5.454279328138309e-18,3.863836943505294e-16,8.643445
DPYSL5,0.33729714,5.505288759143231e-18,3.8923995009305497e-16,8.642383
PLCL1,0.122181036,6.480403810428718e-18,4.565848434196608e-16,8.623736
CDK17,0.22713026,6.4828727905076525e-18,4.565848434196608e-16,8.623693
DDX3X,0.41705406,7.813715706514804e-18,5.481946364270078e-16,8.602296
ITGB8,0.26018652,1.0225503287452452e-17,7.119140070797681e-16,8.571377
GIPR,1.2348012,1.0997368515157188e-17,7.627355854741019e-16,8.562994
RNF220,0.1541215,1.3137296887776817e-17,9.076949796541356e-16,8.542479
VAMP2,0.36885014,1.5497859035233768e-17,1.0667448831586615e-15,8.523369
GLTP,0.30522773,1.5846013835174672e-17,1.0886510486158117e-15,8.520796
FAM118A,1.0570227,1.679639592219299e-17,1.1517709384536557e-15,8.514049
ST13,0.42071408,2.00683004958595e-17,1.3735469128857823e-15,8.493397
NFKBIA,0.69124955,2.2712607318583463e-17,1.5516162433100582e-15,8.479006
PREX2,0.4670147,2.7196465641605024e-17,1.84409256413803e-15,8.458016
PLEKHA1,0.26488918,2.829576696112874e-17,1.915065923027174e-15,8.453393
CXXC4,0.51800466,3.0898628464940805e-17,2.08348307345449e-15,8.443117
DICER1,0.19887835,3.24921199936048e-17,2.186881835872714e-15,8.437239
YPEL3,0.42031226,6.558338793440604e-17,4.3897469144624865e-15,8.354729
ENSG00000262039,0.79057336,7.526485044832419e-17,5.019310869092272e-15,8.338459
TPPP,0.28047684,8.133684893269954e-17,5.414327867161711e-15,8.329278
VAPA,0.28199264,1.5989226504935866e-16,1.0566238030811701e-14,8.248876
CBX5,0.47691947,1.851439741615476e-16,1.216870466998244e-14,8.231332
PAQR8,0.40793222,2.1526692730950738e-16,1.4123061904853664e-14,8.213258
MAP7,0.096139975,2.576101142679453e-16,1.675017764415076e-14,8.191677
ARRDC2,0.578434,2.669899771180123e-16,1.7329124860643607e-14,8.187373
C10orf90,0.11754036,2.8416910832199223e-16,1.839986465288354e-14,8.179862
GNAQ,0.1838798,2.8449752278296805e-16,1.839986465288354e-14,8.179723
DST,0.09523465,2.883634644770294e-16,1.8616827071875166e-14,8.178096
HDAC4,0.24226321,3.309035984376475e-16,2.113835408124846e-14,8.161495
ADAM12,0.43026295,3.4720343670074795e-16,2.214075575682598e-14,8.155686
EIF5,0.46044248,3.707706200080108e-16,2.360227240512533e-14,8.147746
