gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
HSPA12A,,6.693564761076228e-155,4.275896141759783e-152,26.513947,ENSG00000165868
ALDH3A2,,4.4949015266285907e-153,2.7740399048745807e-150,26.355026,ENSG00000072210
NFASC,-2.352167,3.6900585745315133e-152,2.2393735469306913e-149,26.275137,ENSG00000163531
SORT1,-2.3391583,2.9481805804102968e-151,1.759822152359012e-148,26.196041,ENSG00000134243
PRPF4B,,6.80328696468507e-148,3.9955045960985934e-145,25.899178,ENSG00000112739
JAKMIP3,-3.2196848,4.069718203660336e-146,2.3521679243123837e-143,25.74096,ENSG00000188385
BNIP3L,,1.664076894833498e-140,9.180661802223838e-138,25.23478,ENSG00000104765
HSPA1A,,2.2436544932909634e-140,1.2193424986523963e-137,25.222954,ENSG00000204389
NAV2,,5.483796300278722e-140,2.936411630672777e-137,25.187553,ENSG00000166833
PHACTR3,-3.816032,4.682160368760222e-139,2.4708235267724235e-136,25.1024,ENSG00000087495
PRUNE2,-2.3837729,3.184389609333841e-138,1.6564284922151975e-135,25.026033,ENSG00000106772
ZDHHC11B,,5.131509408027667e-135,2.5595687748644302e-132,24.729666,ENSG00000206077
SLC6A15,,2.2709875172780723e-134,1.1174486145828266e-131,24.669544,ENSG00000072041
CLMN,-2.5282288,3.607651779646067e-132,1.7514908880063013e-129,24.463587,ENSG00000165959
ZNF652,-1.5844623,8.058691165388764e-129,3.7619623424889193e-126,24.146845,ENSG00000198740
MT-ND3,-1.1844592,3.520483835899733e-127,1.6226311067440642e-124,23.990187,ENSG00000198840
TACC1,-5.006795,9.013467338360607e-127,4.10247965905483e-124,23.951035,ENSG00000147526
ATXN1,-2.5793984,4.148606437486591e-124,1.8199886458043585e-121,23.694092,ENSG00000124788
DDX17,,7.006915441685359e-121,2.9325954604901984e-118,23.378899,ENSG00000100201
KNOP1,,1.588401583815583e-120,6.572372553396932e-118,23.34393,ENSG00000103550
PCSK6,,1.494354995524619e-118,5.979390560114553e-116,23.148811,ENSG00000140479
ACSL1,,1.8801976870018024e-117,7.361479374097809e-115,23.039366,ENSG00000151726
PRKX,,1.4989834156160119e-116,5.806487673341513e-114,22.949253,ENSG00000183943
BBS2,-2.5900035,9.331453457460257e-116,3.467111054010642e-113,22.869585,ENSG00000125124
XPO1,-3.1978245,6.010461873505132e-115,2.2106357347279687e-112,22.788147,ENSG00000082898
B3GAT1,,1.4043284217432695e-113,5.1134406492515924e-111,22.64971,ENSG00000109956
ROR1,,1.5737430096437394e-113,5.673577273975033e-111,22.64469,ENSG00000185483
KATNIP,,9.590615438130801e-111,3.357822012819411e-108,22.360281,ENSG00000047578
ENSG00000286695,,9.433540094094732e-109,3.210224877627826e-106,22.154531,ENSG00000286695
MSI2,-2.3699334,1.0501269872736363e-107,3.540483690797004e-105,22.045713,ENSG00000153944
TBCD,-7.574792,7.269413867677697e-107,2.4063081613625483e-104,21.957958,ENSG00000141556
TXNIP,,1.227013305496876e-103,3.9891078999778795e-101,21.617598,ENSG00000265972
ZNF708,,1.51958254733918e-103,4.8965521870543567e-101,21.607723,ENSG00000182141
OPCML,,6.417659828870946e-103,2.0319985190334687e-100,21.541092,ENSG00000183715
MT-ND2,-1.2465186,1.913097191121091e-102,5.953820078897535e-100,21.490435,ENSG00000198763
MYO18A,,1.3507453988509423e-100,4.0986117885800426e-98,21.291855,ENSG00000196535
DGKD,,1.970737405481975e-100,5.93045375276113e-98,21.274145,ENSG00000077044
HNRNPU,,3.8592206715958204e-100,1.1518192056897295e-97,21.242601,ENSG00000153187
ARRB1,,1.0351371818209817e-99,3.064342688167934e-97,21.196205,ENSG00000137486
AFDN,,1.5461506581568612e-99,4.5401965939360994e-97,21.177309,ENSG00000130396
LUC7L,,2.321713203496221e-99,6.763057693256352e-97,21.158146,ENSG00000007392
CHST3,-2.1500492,1.3340827701346792e-98,3.8552874465193605e-96,21.07553,ENSG00000122863
PCGF3-AS1,,2.5125697071137633e-98,7.2037549744430194e-96,21.045536,ENSG00000249592
FRMD4A,-4.266863,5.589325612763358e-98,1.5899884704057763e-95,21.007597,ENSG00000151474
EFHD1,-1.3498393,1.1455717563340965e-97,3.2335316892741953e-95,20.973486,ENSG00000115468
PCGF5,,1.2543460420410714e-96,3.5133267755999606e-94,20.859324,ENSG00000180628
RASA3,,4.277360547631972e-96,1.1799034262149648e-93,20.800566,ENSG00000185989
SEMA4B,,8.109797411643287e-96,2.2036861444235476e-93,20.769857,ENSG00000185033
MT-ATP6,-1.1022075,1.128968162991113e-95,3.0450362037653635e-93,20.753962,ENSG00000198899
ZDHHC20,-2.9666781,1.2242359605830747e-95,3.2777117497610966e-93,20.750067,ENSG00000180776
ATP8A2,,1.2869371931237845e-95,3.42043482306739e-93,20.747663,ENSG00000132932
CACNA1C,,7.58000801596966e-92,1.9574698714715406e-89,20.325954,ENSG00000151067
OIP5-AS1,,1.7120828813090862e-91,4.390166329170876e-89,20.285927,ENSG00000247556
ANKRD36C,,1.1558735200152997e-90,2.94319346928651e-88,20.191795,ENSG00000174501
DNM3,,1.199126543963882e-90,3.0321247026953386e-88,20.18998,ENSG00000197959
GTF2IRD1,,7.88556856251792e-90,1.9666391951945376e-87,20.096706,ENSG00000006704
SHC2,,6.7625222028528e-89,1.675081350001879e-86,19.989756,ENSG00000129946
TOB2,-2.5491066,1.0214916277875956e-88,2.513145483175806e-86,19.969164,ENSG00000183864
ASAP2,,1.4110561573946588e-88,3.448280322352639e-86,19.953018,ENSG00000151693
ATP2B4,,5.074343858223896e-88,1.2236225732824404e-85,19.888933,ENSG00000058668
KIF19,-3.9076753,6.018830136253058e-88,1.4418265981660944e-85,19.88037,ENSG00000196169
RHBDL3,,3.1122459696910455e-87,7.358642873272101e-85,19.79776,ENSG00000141314
BOD1L1,,3.4337595808889347e-87,8.066455087698573e-85,19.792807,ENSG00000038219
ZNF483,,6.842846331334059e-87,1.5870173287677437e-84,19.758026,ENSG00000173258
PREX1,,1.2275280694426704e-86,2.828908358515602e-84,19.728502,ENSG00000124126
LINC01470,,3.5437600822919306e-86,8.115433466441118e-84,19.674828,ENSG00000249484
PDK4,-2.3668282,4.373307070529984e-86,9.952553565758611e-84,19.664162,ENSG00000004799
PRRC2C,-2.8769703,5.520104772019687e-86,1.248435123967583e-83,19.652346,ENSG00000117523
NUCKS1,,8.704272088453886e-86,1.956419477066561e-83,19.62922,ENSG00000069275
MBOAT2,,1.144410261459167e-85,2.5564580638190915e-83,19.615309,ENSG00000143797
FAM53B,-2.5989068,7.926274029375276e-85,1.7598261582781255e-82,19.516653,ENSG00000189319
APIP,,9.735377215350224e-85,2.1483912434262565e-82,19.506144,ENSG00000149089
RHOQ,,1.1763125656500028e-84,2.5802345265330062e-82,19.496468,ENSG00000119729
PLA2G4C,,1.2501695270319853e-84,2.7258187316340504e-82,19.493353,ENSG00000105499
STAT3,,1.3441926472709535e-84,2.913377540025593e-82,19.489641,ENSG00000168610
CEDORA,-1.1523165,1.676811777312692e-84,3.6127852328703986e-82,19.478323,ENSG00000260788
SH3PXD2B,,2.109884381611788e-83,4.519124123720496e-81,19.348225,ENSG00000174705
GRK3,,7.949947395018227e-83,1.6829853752756027e-80,19.279724,ENSG00000100077
ARHGAP17,-2.9866006,1.1375743906562523e-82,2.39429819147835e-80,19.261179,ENSG00000140750
ENSG00000261329,-3.1928983,1.2193332533736738e-82,2.551630024243805e-80,19.257586,ENSG00000261329
ZNF160,,1.719503190038486e-82,3.577745723181792e-80,19.239777,ENSG00000170949
SAMD4B,,3.0038609256574024e-82,6.1857737701214926e-80,19.210836,ENSG00000179134
SVIP,,3.006926170799473e-82,6.1857737701214926e-80,19.210783,ENSG00000198168
DAB1,-5.4890356,5.294033401529694e-82,1.0829569899803327e-79,19.181395,ENSG00000173406
TMEM144,,9.402920626780323e-82,1.9127326584487435e-79,19.151505,ENSG00000164124
SON,,1.3093813982061228e-81,2.6487330817489634e-79,19.134254,ENSG00000159140
PIEZO2,-1.8267665,1.4307071936322539e-81,2.8781718416871613e-79,19.129635,ENSG00000154864
KIF1A,,8.793465989209099e-81,1.7496594732190257e-78,19.034737,ENSG00000130294
CREBRF,-2.6637285,9.7284703865233e-81,1.9251796940982955e-78,19.029442,ENSG00000164463
PHF3,-3.9028265,9.873035043469907e-81,1.9432267675828446e-78,19.028667,ENSG00000118482
LRRC8C-DT,,1.5009423341693535e-80,2.9382963586975535e-78,19.006702,ENSG00000231999
MPHOSPH8,,1.6224702166628035e-80,3.159218477493369e-78,19.002617,ENSG00000196199
ITPK1,-3.159795,3.6393415145869745e-80,7.048707618571325e-78,18.960175,ENSG00000100605
BCL2L1,-1.6962729,4.014046675813741e-80,7.733305161890473e-78,18.955019,ENSG00000171552
GCNT1,,6.184060546289196e-80,1.1851263821656958e-77,18.932268,ENSG00000187210
SAMHD1,,7.908401732908465e-80,1.5076477691029478e-77,18.91931,ENSG00000101347
CDH19,,9.678420051039189e-80,1.8354720359293697e-77,18.90866,ENSG00000071991
DLGAP1,,1.042560031849461e-79,1.956788447407349e-77,18.904737,ENSG00000170579
BAALC,,1.6135685794594628e-79,3.012987646937331e-77,18.881685,ENSG00000164929
SYN3,,2.135386997209325e-79,3.967026088897242e-77,18.86688,ENSG00000185666
IWS1,,2.36489145845741e-79,4.371087704840163e-77,18.861485,ENSG00000163166
ZNF506,,3.408124311946272e-79,6.267506184171094e-77,18.842154,ENSG00000081665
KHDRBS3,-2.104309,4.440037658468237e-79,8.124153327645499e-77,18.82815,ENSG00000131773
ERBIN,-1.1545948,6.053508568958914e-79,1.1021017700646597e-76,18.811726,ENSG00000112851
SPECC1,-6.1927605,1.0783100657501222e-78,1.953404284283256e-76,18.781096,ENSG00000128487
NCAM1,-1.4198753,2.0901885116745584e-78,3.767720004311585e-76,18.745922,ENSG00000149294
MATN2,,2.5320506300899634e-78,4.5194621344527326e-76,18.735718,ENSG00000132561
NUFIP2,-2.6708117,2.9248705573831155e-78,5.195140816362635e-76,18.72804,ENSG00000108256
AGO2,-3.8965015,3.3989132528054494e-78,6.007826668017089e-76,18.720041,ENSG00000123908
PTMA,,4.372631285617705e-78,7.691606298159994e-76,18.706617,ENSG00000187514
ASIC2,,4.917069919227414e-78,8.607709129755222e-76,18.700361,ENSG00000108684
ZC3H6,,1.136850172866429e-77,1.9711899283053528e-75,18.655615,ENSG00000188177
TMEM50B,,1.4334215453107458e-77,2.473637218381748e-75,18.64322,ENSG00000142188
NUMA1,,2.293165294170946e-77,3.9386195609128533e-75,18.618074,ENSG00000137497
PSIP1,,2.5302203655384003e-77,4.3253701384969123e-75,18.612804,ENSG00000164985
CTIF,-4.9582667,3.961275787696149e-77,6.740092242130475e-75,18.588774,ENSG00000134030
OSBPL9,,1.0807393194029902e-76,1.830320004562869e-74,18.534859,ENSG00000117859
SCAPER,,1.4078507942209745e-76,2.3732714407025056e-74,18.520628,ENSG00000140386
KLF9,-3.5955665,3.720948818870109e-76,6.243649234686563e-74,18.46823,ENSG00000119138
MIR29B2CHG,-2.5832124,4.46042376236495e-76,7.45013532271709e-74,18.458439,ENSG00000203709
KLC1,,1.5166913540068417e-75,2.5217244558035215e-73,18.39221,ENSG00000126214
PLIN3,,2.6398562958490463e-75,4.369202156566158e-73,18.362143,ENSG00000105355
SLC6A8,,3.3314973548585175e-75,5.488981071724359e-73,18.349503,ENSG00000130821
CCNH,-3.455916,5.019520842278612e-75,8.232918599506704e-73,18.327215,ENSG00000134480
CHD2,,2.8863377426306648e-74,4.691845084136954e-72,18.231806,ENSG00000173575
TPPP,,3.681183366097934e-74,5.930940209130884e-72,18.218498,ENSG00000171368
KCNMA1,,4.6018748148597384e-74,7.381650473950344e-72,18.206278,ENSG00000156113
APOLD1,-1.4062997,6.2842058239024545e-74,1.00359869499972e-71,18.189207,ENSG00000178878
BCLAF1,-7.9072394,8.965354901767957e-74,1.4255305794025104e-71,18.169722,ENSG00000029363
PAPOLA,-2.295606,9.705720388131658e-74,1.5365421337941301e-71,18.165367,ENSG00000090060
SORBS1,,1.0331765847219942e-73,1.6285725455799677e-71,18.161936,ENSG00000095637
FXR1,,1.2737337768359013e-72,1.9928111328349432e-70,18.023521,ENSG00000114416
PAK2,-2.6939116,1.2751977203958632e-72,1.9928111328349432e-70,18.023457,ENSG00000180370
EVA1C,,1.736898387719727e-72,2.691231663559604e-70,18.006357,ENSG00000166979
ANK2,,4.80349033595419e-72,7.379944730496369e-70,17.94995,ENSG00000145362
HSP90AB1,,5.376959308649075e-72,8.22629589691303e-70,17.943684,ENSG00000096384
CHORDC1,-2.1037285,6.088320963883695e-72,9.275646147988833e-70,17.936779,ENSG00000110172
DDX24,,8.609252951932166e-72,1.3007473796089378e-69,17.917513,ENSG00000089737
AGBL4,,3.063728385340188e-71,4.571986801926513e-69,17.846746,ENSG00000186094
MTURN,-3.147083,4.185727492471258e-71,6.220845283912794e-69,17.829308,ENSG00000180354
KLF13,,6.861487738983045e-71,1.0156117542758156e-68,17.801651,ENSG00000169926
MT-CO3,-1.2449307,7.35009120085819e-71,1.083528424314366e-68,17.7978,ENSG00000198938
RALGDS,,1.8949135313573442e-70,2.7821609477332106e-68,17.744675,ENSG00000160271
AUH,,2.6842711800566962e-70,3.9252884420973665e-68,17.725101,ENSG00000148090
MYRIP,,3.0291189716388034e-70,4.411851199812485e-68,17.718304,ENSG00000170011
HIVEP2,,5.382680273244655e-70,7.777545797991444e-68,17.685928,ENSG00000010818
LRRC8B,,2.018193621932104e-69,2.9046034056044178e-67,17.611282,ENSG00000197147
TMPRSS5,,2.3683701438303605e-69,3.395161168391775e-67,17.602224,ENSG00000166682
TAF1D,,2.4192178584282397e-69,3.4544533592583946e-67,17.60102,ENSG00000166012
ADD1,,2.7685024352824323e-69,3.937762135683747e-67,17.593382,ENSG00000087274
NSUN2,,2.8694358854895525e-69,4.065443558850023e-67,17.591352,ENSG00000037474
USP9X,,3.5375326564809507e-69,4.992582910379239e-67,17.579489,ENSG00000124486
ERC2,,5.938841647733408e-69,8.349231740435091e-67,17.550087,ENSG00000187672
SLC23A2,,7.33658944046679e-69,1.0274611334856797e-66,17.538078,ENSG00000089057
ARAP2,-2.3730876,1.6482730187768737e-68,2.2994987417510928e-66,17.492014,ENSG00000047365
SNHG14,-4.844039,1.6677453468805043e-68,2.3177841057485848e-66,17.491344,ENSG00000224078
TCF25,,1.691905412436675e-68,2.3424205276670802e-66,17.490526,ENSG00000141002
DLGAP2,,2.3026248149335346e-68,3.163893387221127e-66,17.472954,ENSG00000198010
GPR137C,,1.2613261328155127e-67,1.7265942536871597e-65,17.375666,ENSG00000180998
PTGES3,-2.9148233,1.4482643460371204e-67,1.9750637216443307e-65,17.367737,ENSG00000110958
PFKFB3,-2.9864984,1.8973563389861922e-67,2.5778559334016877e-65,17.35223,ENSG00000170525
SPATA13,-2.7486129,2.4074317280322663e-67,3.2587139063609993e-65,17.338547,ENSG00000228741
ENSG00000286558,-2.2985053,3.3059481718343744e-67,4.458377216030861e-65,17.320307,ENSG00000286558
MT3,,2.442001200989204e-66,3.2690495489124595e-64,17.204851,ENSG00000087250
USP34,,2.6521235790839425e-66,3.5244205752410404e-64,17.20007,ENSG00000115464
C21orf62-AS1,,2.8912266918598157e-66,3.814324141449261e-64,17.195066,ENSG00000205930
SMARCA5,,3.310275053259878e-66,4.351398384090205e-64,17.18722,ENSG00000153147
JAM3,,5.022784729489077e-66,6.578763941372528e-64,17.163025,ENSG00000166086
SLC25A48,-1.87172,7.042769637383807e-66,9.19144544933402e-64,17.143385,ENSG00000145832
DPYD,,7.967475618686166e-66,1.0361132936700024e-63,17.136211,ENSG00000188641
CDKL1,-1.0253603,8.620656015335308e-66,1.1170652200369723e-63,17.13163,ENSG00000100490
SAFB2,,2.076642738665482e-65,2.6624899788833637e-63,17.080408,ENSG00000130254
KLHL3,-2.9107504,2.659475448140062e-65,3.3977831585149453e-63,17.065968,ENSG00000146021
SMYD3,,4.24505076262254e-65,5.404573019881537e-63,17.038637,ENSG00000185420
AHCTF1,,6.601218825243699e-65,8.345957634193528e-63,17.012794,ENSG00000153207
C1QTNF7-AS1,,1.4171442494950503e-64,1.7855036820973625e-62,16.967983,ENSG00000249252
CTNNA1,,1.6181460899935672e-64,2.0317219113395094e-62,16.960192,ENSG00000044115
SND1,,2.6571648546295526e-64,3.3248345940471227e-62,16.931025,ENSG00000197157
TRIO,-4.9441805,2.722588384008247e-64,3.395030419126996e-62,16.929592,ENSG00000038382
MAT2A,,1.1031436140581143e-63,1.3709100776479203e-61,16.847033,ENSG00000168906
BEST1,,1.7585836255223e-63,2.1780118017863262e-61,16.819424,ENSG00000167995
C1orf198,,2.4781486762530043e-63,3.0484577567474455e-61,16.799091,ENSG00000119280
HERC3,-3.69046,2.560531996124328e-63,3.139194984608721e-61,16.79715,ENSG00000138641
UACA,,3.4940644117931973e-63,4.269324609470266e-61,16.7787,ENSG00000137831
ENSG00000287299,,3.652026365045252e-63,4.447410836255108e-61,16.776073,ENSG00000287299
BTBD8,,3.9577452310726277e-63,4.803647311793884e-61,16.771297,ENSG00000189195
PDE7A,,7.181748325719356e-63,8.687768107511401e-61,16.735855,ENSG00000205268
GOLGB1,,7.654656792131128e-63,9.229184209108564e-61,16.732058,ENSG00000173230
CACNA1A,,9.49917391051087e-63,1.1415310905264747e-60,16.719196,ENSG00000141837
NFIC,-4.5017295,1.1176404895545492e-62,1.3386686021598766e-60,16.709503,ENSG00000141905
CSMD1,,1.8862356406794227e-62,2.244497129033305e-60,16.678263,ENSG00000183117
SNX29,,2.148170401165116e-62,2.547856047140854e-60,16.670492,ENSG00000048471
TMEM14B,,2.2877612171339275e-62,2.704609137606512e-60,16.666729,ENSG00000137210
SYT11,,3.754191156364535e-62,4.409600270501466e-60,16.63709,ENSG00000132718
CACNA2D3,,4.160424586867907e-62,4.871041159390168e-60,16.630936,ENSG00000157445
VPS13C,,4.439050245821456e-62,5.180599280475989e-60,16.627052,ENSG00000129003
ITGB8,-1.5493761,2.2282870031090667e-61,2.5922168165241962e-59,16.530085,ENSG00000105855
MAGI2-AS3,,2.4199735989373522e-61,2.8062445440925752e-59,16.52511,ENSG00000234456
FGF1,-2.0002706,4.624427147108905e-61,5.345544167635855e-59,16.486017,ENSG00000113578
TENM2,,4.830975333379483e-61,5.56662891895613e-59,16.483377,ENSG00000145934
EEPD1,,7.199534443525448e-61,8.269698680052008e-59,16.459244,ENSG00000122547
H2AC6,,8.243729473810031e-61,9.439329484288392e-59,16.451042,ENSG00000180573
PTPN11,-2.510793,9.558252581885517e-61,1.0910191003498917e-58,16.44208,ENSG00000179295
ENSG00000232855,,1.5517799689352468e-60,1.7657316321521938e-58,16.41269,ENSG00000232855
DIP2B,-1.818818,1.642919439824558e-60,1.8636131664452277e-58,16.409224,ENSG00000066084
MORF4L1,,1.6713571783160232e-60,1.8899831545603428e-58,16.408182,ENSG00000185787
ELF2,,2.1247927185858605e-60,2.395292646103664e-58,16.3936,ENSG00000109381
TJP2,,4.483286029307352e-60,5.022935719973517e-58,16.348158,ENSG00000119139
ENSG00000287306,-4.048753,5.418564132623142e-60,6.05217046616791e-58,16.336607,ENSG00000287306
ARHGAP23,-2.3609185,8.499604518968279e-60,9.464452591580213e-58,16.30913,ENSG00000275832
ANKRD11,,1.2522072906032888e-59,1.3901028007758216e-57,16.285442,ENSG00000167522
TRA2B,,1.3946237384532114e-59,1.5434966432996452e-57,16.27885,ENSG00000136527
MEIS2,,3.4357206048989266e-59,3.7909532928963547e-57,16.22358,ENSG00000134138
RBFOX1,,4.12470421238229e-59,4.537423860461146e-57,16.212353,ENSG00000078328
IKZF2,-1.3179848,1.5396586360230795e-58,1.6886159715323004e-56,16.131214,ENSG00000030419
CPB1,,1.806568655422598e-58,1.9753987351726015e-56,16.121338,ENSG00000153002
GRID2,,1.8755884096053836e-58,2.0447282985194976e-56,16.11902,ENSG00000152208
KMT2E,,2.0078022598300386e-58,2.1823312204457128e-56,16.114809,ENSG00000005483
MT-ND1,-1.0313962,2.593064622744308e-58,2.801740921168123e-56,16.09899,ENSG00000198888
OGA,,3.0908127803790852e-58,3.319842919149358e-56,16.08812,ENSG00000198408
SLC35F5,,3.786691610954603e-58,4.05532396876703e-56,16.075542,ENSG00000115084
KCNIP4,,3.989542058509358e-58,4.260035349983658e-56,16.072308,ENSG00000185774
C14orf132,,6.291396610992143e-58,6.678785230304545e-56,16.04405,ENSG00000227051
PDS5A,,6.327769328546718e-58,6.697870255553577e-56,16.043692,ENSG00000121892
CD47,,9.001964697015876e-58,9.500856189789625e-56,16.021791,ENSG00000196776
MT-CYB,-0.94767797,1.5593563907668725e-57,1.641019794815126e-55,15.987595,ENSG00000198727
IL6ST,,1.6048474427994614e-57,1.684026083205014e-55,15.985804,ENSG00000134352
IDS,,1.9857136228273474e-57,2.0776955297238323e-55,15.972528,ENSG00000010404
MT-ND5,-2.5462456,3.853088182360815e-57,4.020018535705502e-55,15.931133,ENSG00000198786
KALRN,,6.842272548434974e-57,7.077864432773133e-55,15.895188,ENSG00000160145
ATP11A,,7.352172698468885e-57,7.583776552313004e-55,15.890683,ENSG00000068650
CEP70,,1.1339085694819287e-56,1.1663242607902822e-54,15.863502,ENSG00000114107
ELAVL3,,1.4285846169533762e-56,1.4652851569720094e-54,15.84899,ENSG00000196361
AKAP9,,1.6418519554879895e-56,1.6793009382929402e-54,15.840243,ENSG00000127914
CDC42BPB,,3.3001865243551503e-56,3.3472532513877366e-54,15.796281,ENSG00000198752
MET,,4.983033922146932e-56,5.0399399960430534e-54,15.770278,ENSG00000105976
EOLA2-DT,,4.996754747257888e-56,5.0399399960430534e-54,15.770103,ENSG00000235703
FANCL,,8.213889711129328e-56,8.261993153636494e-54,15.73868,ENSG00000115392
NCOA7,-2.5440388,9.437664762459534e-56,9.466783728117812e-54,15.729889,ENSG00000111912
RHOBTB3,-2.4281492,1.0322924983650929e-55,1.0326328145733451e-53,15.724211,ENSG00000164292
PDXDC1,,1.576900120094255e-55,1.5688001959801098e-53,15.697351,ENSG00000179889
KANSL1L,-2.027737,1.5963359464100087e-55,1.583808841435456e-53,15.696574,ENSG00000144445
MCCC1,,2.3509689896522755e-55,2.3261815992178984e-53,15.671991,ENSG00000078070
KAT2B,,5.629559208227366e-55,5.555108669105009e-53,15.6164,ENSG00000114166
HHATL,,1.227870400289852e-54,1.2051001890931021e-52,15.5665865,ENSG00000010282
PTPRN2,,1.2875580375824841e-54,1.2602839587218658e-52,15.56355,ENSG00000155093
CD55,,1.480595656908956e-54,1.4453471597686035e-52,15.554607,ENSG00000196352
DSCAM,-4.464909,1.729097170621605e-54,1.6834194164886064e-52,15.54467,ENSG00000171587
RPTOR,-3.0482285,1.7586109349860021e-54,1.7075877697256084e-52,15.543586,ENSG00000141564
SNX30,-3.6176615,2.8282556078396654e-54,2.738894765762178e-52,15.513113,ENSG00000148158
RBBP6,,3.1838837119339455e-54,3.075108056205274e-52,15.505508,ENSG00000122257
SYNE1,,3.3863646408235657e-54,3.2534118549252684e-52,15.501548,ENSG00000131018
LRP11,,3.6019036127699216e-54,3.45138195653101e-52,15.497582,ENSG00000120256
FGF14,-4.729053,3.977995760113715e-54,3.801752798353296e-52,15.4911995,ENSG00000102466
TARS3,,4.3368304534986593e-54,4.133839541172597e-52,15.485646,ENSG00000185418
AMD1,,7.451278338309592e-54,7.065519449336689e-52,15.4508,ENSG00000123505
DUBR,,3.847915678226056e-53,3.6392287188459e-51,15.344623,ENSG00000243701
LINC00862,-1.3805659,4.1258149657523755e-53,3.8818908148055684e-51,15.340096,ENSG00000203721
NKTR,,4.546562061436205e-53,4.2667375716756467e-51,15.333792,ENSG00000114857
CYP7B1,,5.283059896780614e-53,4.9451613614800956e-51,15.3240385,ENSG00000172817
DEK,,5.694427757411946e-53,5.316551371868814e-51,15.319165,ENSG00000124795
STXBP5L,,6.442448453328247e-53,5.999550718224761e-51,15.31114,ENSG00000145087
GRB10,-4.288301,7.047960467319447e-53,6.54669225857234e-51,15.305297,ENSG00000106070
LDB2,,7.289685276640532e-53,6.753995427303691e-51,15.3031025,ENSG00000169744
TRIQK,,8.199121646362522e-53,7.577320238257669e-51,15.295451,ENSG00000205133
RYR2,,9.010725551246469e-53,8.306292120809782e-51,15.289305,ENSG00000198626
EPRS1,,9.250308177937082e-53,8.505611650884977e-51,15.287596,ENSG00000136628
APPL2,,9.60428177112924e-53,8.808844026457377e-51,15.28515,ENSG00000136044
PPM1B,-2.6225996,1.0150619557373389e-52,9.286541691534669e-51,15.281545,ENSG00000138032
BLTP1,,1.3008800426792914e-52,1.1841911028509588e-50,15.26537,ENSG00000138688
PDE4DIP,,1.433428389036044e-52,1.3015958728573676e-50,15.25904,ENSG00000178104
LARS1,,1.5322767767514905e-52,1.387892089429733e-50,15.254687,ENSG00000133706
