gene_symbol,logfc,pval,pval_adj,scores
MT-CYB,1.1232448,4.5779027226297553e-268,3.3338118787278926e-265,34.979713
ENSG00000273118,1.2912921,1.303105189327369e-261,8.952578519582671e-259,34.552593
MT-ND2,1.0851673,1.7985478860528296e-257,1.1907041023082842e-254,34.275833
WWOX,0.6616865,7.12179093358181e-247,4.321977524559681e-244,33.55698
CADM1,0.51207167,9.772312670663646e-247,5.833269655150896e-244,33.547558
KANK1,0.7369671,1.0060414551397994e-243,5.9083841071855446e-241,33.34033
ZNF365,0.89309984,1.659786180677785e-243,9.593037208069763e-241,33.32532
DOCK5,0.34476334,2.159305957548091e-236,1.1912825534278954e-233,32.83054
NCKAP5,0.4141022,2.190257848600432e-235,1.1903234146752079e-232,32.75996
MT-ND1,1.1149523,2.252176211745898e-227,1.1884962351027774e-224,32.192436
HIP1,0.5566481,4.44822270330417e-226,2.313838358181592e-223,32.099724
TAFA5,0.9247162,1.0342758465109783e-224,5.3042326934024986e-222,32.00165
ZSWIM6,0.4393322,3.1874759690944963e-223,1.6119774303704002e-220,31.894453
LRP4,0.944046,3.155900939850323e-222,1.5741460961894513e-219,31.82256
LRRC1,0.5560363,2.426353481487563e-218,1.1938970671341235e-215,31.540422
ZMYND8,0.6503933,6.698384638039119e-210,3.209231334740532e-207,30.918694
RNF220,0.32750118,1.208111412201259e-207,5.639711889881057e-205,30.750393
CADM2,0.56514853,6.975485265509816e-204,3.1748921185967922e-201,30.467735
CHKA,0.55449677,4.346724056749044e-203,1.9539866216585948e-200,30.40769
PCDH9,0.31985298,8.355928348769334e-202,3.665735699221554e-199,30.310423
NPAS3,0.3678609,1.4931552091394691e-201,6.472472318474566e-199,30.291285
SILC1,0.5420708,4.198004810198994e-201,1.7983264841054797e-198,30.257177
SLC38A2,0.71672684,1.6567572620875652e-200,7.014633189201444e-198,30.21182
USP31,0.78464603,5.723404115943041e-199,2.395409088157678e-196,30.094473
SPOCK3,0.33152035,1.6959588034967904e-198,7.017414994650583e-196,30.058395
SGK1,0.49041635,3.0071452597927235e-197,1.2302940808940746e-194,29.96269
TCF12,0.34582713,1.6355335666545023e-196,6.617005358780416e-194,29.906178
NLGN1,0.53391165,1.7962984675986581e-193,7.109436935021994e-191,29.671404
SEM1,0.8528756,4.82226832621472e-193,1.888047680582047e-190,29.63814
NFKBIZ,1.0062649,1.9104364665692377e-192,7.400299214970115e-190,29.591707
PIEZO2,0.47970322,6.291525360055817e-192,2.4114423306352884e-189,29.551449
MKLN1,0.41534996,6.931039225153624e-191,2.6288854194405598e-188,29.470236
SORCS2,0.8309496,2.301447921038727e-189,8.464678959683043e-187,29.351278
MAP4K5,0.38279396,1.5783050714604623e-188,5.690024184358252e-186,29.285683
NFASC,0.35528898,9.4632593450238e-187,3.3781980320686924e-184,29.145727
NDE1,0.6659373,6.286554874345218e-186,2.2223886998510493e-183,29.080763
SORT1,0.3213785,4.1570679670828715e-181,1.4554534501675145e-178,28.697014
MT-CO3,0.809134,4.378386043913284e-178,1.518340882199719e-175,28.453758
KANSL1,0.45154175,2.193369730070783e-177,7.534431944465788e-175,28.39714
ADAMTSL3,0.8641341,2.649193205893402e-177,9.015179720840237e-175,28.3905
EDIL3,0.2664109,8.030239567099477e-177,2.682542046947029e-174,28.35146
RFTN2,0.46613666,2.0543026324793167e-176,6.80011522307608e-174,28.31835
C10orf90,0.3178812,4.921080575639628e-176,1.614291765046758e-173,28.287523
FAM107B,0.40437186,1.1397188670383356e-174,3.7053074452321317e-172,28.176355
PHYHIPL,0.61120385,1.4376023776562032e-171,4.591752436422602e-169,27.922127
RYBP,0.46189776,3.6254573738900207e-169,1.1093290243536424e-166,27.72362
DLG2,0.1922676,1.0220882414016159e-168,3.075725375695507e-166,27.686256
L3MBTL4,0.57432604,2.3667394171424685e-168,7.063747184999309e-166,27.655952
TANC2,0.5894626,5.2083953604872815e-167,1.5294200956940555e-164,27.544094
DIP2B,0.27362135,7.047212756023589e-167,2.0528248869786475e-164,27.533129
QKI,0.19908264,1.3404690750581507e-166,3.8737428540489985e-164,27.509796
IKZF2,0.66826516,1.7142500875595758e-165,4.914903479387344e-163,27.417122
LDLRAD3,0.89576596,6.933341628244466e-165,1.9723190263096678e-162,27.366175
PDS5B,0.5894971,2.3247437899599454e-164,6.561904719381514e-162,27.32199
ACER3,0.52583236,1.7574917063319823e-163,4.885021985569476e-161,27.24795
GNAO1,0.42744663,1.8170186308643232e-161,4.974532510303138e-159,27.077414
CHD7,0.5976568,1.7445387043622764e-159,4.636652795856877e-157,26.908546
HDAC4,0.5284038,9.089051001442398e-158,2.363932321889433e-155,26.761436
PRKCE,0.6576382,3.609482413152092e-156,9.321168342389643e-154,26.623701
ZCCHC24,0.52389795,4.015074373093617e-156,1.0295555498104562e-153,26.619705
RASSF2,0.6966672,1.3661289736867694e-154,3.478565607684101e-152,26.487062
AMER2,0.3991546,1.310303651530482e-152,3.3132483721894383e-150,26.314457
USP54,0.326651,4.103582494036513e-152,1.0304803156748794e-149,26.271101
APOLD1,0.83377737,2.3993400449736082e-150,5.98388833682048e-148,26.116001
PRUNE2,0.27489513,1.8226947473001018e-149,4.514827288346348e-147,26.038357
ARHGAP5,0.5425449,1.0775919745900843e-148,2.651167498565821e-146,25.970123
PNISR,0.46072748,2.4804313788313985e-148,6.021164491067259e-146,25.93805
CLMN,0.27532935,3.157021994615205e-148,7.562729267626897e-146,25.928762
ITGB8,0.53056276,1.1004400187054866e-147,2.60189752994183e-145,25.88063
MAPT,0.42118326,1.5442106358463204e-147,3.627599849834595e-145,25.867556
PANTR1,0.6772746,9.403132607314491e-146,2.180808054124428e-143,25.708452
DST,0.23870236,2.6470861416970574e-145,6.100360796928687e-143,25.668222
FRMD5,0.23434548,3.0854608707194016e-145,7.065899448090242e-143,25.66226
TAPT1-AS1,0.60801107,1.1057523140294306e-144,2.5164158286524765e-142,25.612549
SHTN1,0.3027022,5.582732615394437e-144,1.2625991303834922e-141,25.54935
GNG7,0.553067,3.533103258319651e-142,7.892475818523629e-140,25.386742
ERBB4,0.525609,1.803193927764114e-140,3.979266502893752e-138,25.231604
ALCAM,0.36918777,5.461370258027274e-139,1.1979482761161994e-136,25.096275
UGT8,0.36943567,2.94861849525455e-135,6.429047703545429e-133,24.752024
IRAK2,0.8427579,1.2202580925266404e-133,2.6291146547384633e-131,24.601402
BCL2L1,0.5474425,2.319775478583946e-131,4.854463490011416e-129,24.387524
GAB1,0.3008694,5.899005624901754e-130,1.2067111955838353e-127,24.254698
P2RX7,0.42975298,1.5006472538940275e-129,3.0356426560438517e-127,24.216236
ADGRL3,0.53792316,3.4448073352723786e-129,6.929962690162312e-127,24.181957
PLCXD1,1.3781418,1.0644387687825973e-126,2.117942319612674e-124,23.944103
FIGN,0.72851986,1.6429562811000076e-126,3.2512676145333414e-124,23.925999
CPM,0.6105405,6.77573177286798e-126,1.3336105152090209e-123,23.866812
LINC00862,0.65398777,1.0998329982629515e-125,2.153070921115623e-123,23.846542
GRIN2A,0.7551039,4.3199976373022467e-125,8.411751549168418e-123,23.789204
PHLPP1,0.25619853,1.2553582203384542e-124,2.4313884850512657e-122,23.744398
PPFIBP2,0.65056664,2.5564756691292227e-124,4.925205929329802e-122,23.71448
FAM13B,0.44250187,2.8260613516543505e-123,5.3875678500753e-121,23.61312
ENOX2,0.62294036,2.1226472494996136e-122,4.0255120650406216e-120,23.527725
LIFR,0.44055125,2.382690443294345e-120,4.472088887692458e-118,23.326584
PPP4R2,0.49216002,3.0269948757957435e-119,5.652253200896134e-117,23.217558
HP1BP3,0.3982773,1.7275482471687983e-118,3.193070394716258e-116,23.14256
ARHGAP32,0.590561,9.011204175081712e-117,1.6571513455710875e-114,22.971376
DOCK9,0.293098,2.589972241102482e-116,4.738998454423295e-114,22.925457
PLXDC2,0.49468356,3.342637951445963e-116,6.085606654402519e-114,22.914347
IGSF11,0.4130427,2.0032581049215336e-115,3.6289867719603426e-113,22.83622
ENSG00000260971,1.2704147,2.040822068698265e-115,3.678733325021843e-113,22.835407
PICALM,0.27890912,7.988384809573595e-114,1.4188930131033843e-111,22.674557
KIF13B,0.38738048,2.884338700334857e-113,5.098278677504505e-111,22.617973
CDK6,0.51447016,1.1336926700688968e-111,1.9751204546674004e-109,22.455385
GPM6B,0.24881841,1.1471123717910107e-111,1.9889836038882992e-109,22.454863
ENSG00000242593,0.62074995,3.664286360374504e-111,6.323412083125898e-109,22.403185
ADSS2,0.49124599,3.87539474877883e-111,6.656173282666734e-109,22.400688
ATXN1,0.29381582,2.254080912928719e-110,3.853314281763405e-108,22.322107
BCL2,0.61918616,2.213373380350852e-109,3.7660444638007114e-107,22.219742
KIAA1958,0.49919185,2.643869552625379e-109,4.456878618064597e-107,22.211758
TLE4,0.44977716,2.863871527169445e-108,4.805497237202481e-106,22.104452
DNAJB6,0.6337224,4.948167056289264e-107,8.152608997900664e-105,21.975431
MAML2,0.84050816,7.795856166190636e-107,1.2786608771321325e-104,21.954779
ADAM10,0.39748752,2.953456112880965e-106,4.800948392063469e-104,21.894152
ST18,0.20395352,2.5513452066433073e-105,4.128870296190938e-103,21.795652
ANKRD12,0.3497776,6.5636373165686205e-105,1.052842123219809e-102,21.752346
PGBD5,0.68720806,3.957763986360701e-102,6.293017566435189e-100,21.456656
NDUFAF6,0.596884,4.552694091364781e-102,7.207508576294539e-100,21.450142
STARD13,0.43784466,2.3890670358570735e-101,3.733506820155698e-99,21.372885
DIP2C,0.22187428,4.979572161569225e-101,7.682889048604179e-99,21.33857
OSBP2,0.43680087,2.19860139864519e-100,3.363675383507086e-98,21.269012
FBXL7,0.41491044,8.543576389892422e-100,1.3016263745136522e-97,21.205238
EIF4G3,0.32778427,1.322917357167267e-99,2.0070861170489388e-97,21.184654
GNAQ,0.346844,2.697842319375492e-99,4.076092719215785e-97,21.151064
CTBP2,0.56585085,3.995201883787484e-99,6.011293016217763e-97,21.132534
ZNF704,0.4057056,1.55091408410439e-98,2.3239458284118954e-96,21.068398
TNRC6B,0.30711168,1.5833783665807478e-96,2.324756979191056e-94,20.848179
FANCC,0.7894021,4.6046532477472564e-95,6.679865898684187e-93,20.686272
SH3KBP1,0.52361614,3.1056657944136214e-94,4.434647172791717e-92,20.594011
TFEB,0.4558357,4.736272237888179e-94,6.710394736419626e-92,20.573555
FOXN2,0.4261321,3.8038929649306313e-91,5.347774155948037e-89,20.24663
HTRA1,0.39937526,7.734738464507367e-91,1.0790701033319626e-88,20.211632
CPEB3,0.51733726,1.689375430854316e-90,2.3389178018352604e-88,20.173037
GIPR,1.648444,2.755634259069638e-90,3.800687675804684e-88,20.148827
SH3TC2,0.35067558,4.2066199961098695e-89,5.780054615032172e-87,20.013432
ENSG00000273748,0.72877336,1.3342360424636097e-88,1.8127687603800357e-86,19.955818
CA2,0.5120432,2.5988382522171016e-88,3.51780291597506e-86,19.922464
MYO1D,0.31521142,4.907519094821053e-88,6.618243899282377e-86,19.89061
RFX3,0.4582878,3.1498821495747115e-87,4.2166731187615587e-85,19.797155
MAP2K4,0.42798495,3.33260221185749e-87,4.444934495903111e-85,19.794313
STAG1,0.39588237,1.9032226233818553e-86,2.5200051695483677e-84,19.706318
CORO2B,0.46633562,2.2111634095167565e-86,2.917133408236382e-84,19.698725
UBE4B,0.33151555,2.8442227325861316e-86,3.725317918666411e-84,19.685972
ENSG00000250075,0.9014342,4.523257920244261e-86,5.903256895768245e-84,19.662453
SPRED1,0.5743177,1.0232240757035877e-85,1.3258944855700724e-83,19.620998
PIK3R1,0.4029037,1.3583828384080026e-85,1.7539516280890848e-83,19.60659
ARAP2,0.2120018,3.4305186769497295e-85,4.3983114811652655e-83,19.559406
JADE2,0.71880674,1.5208906375732044e-84,1.9363171292068364e-82,19.48332
RUFY3,0.34363753,1.99998001137211e-84,2.537396242999347e-82,19.469297
NEO1,0.28338334,3.723481556626121e-84,4.7076184180510536e-82,19.437431
ATOSA,0.46880966,1.0323291957069128e-83,1.2961782991062108e-81,19.385036
GDAP1,0.53372085,1.2495781085819651e-83,1.5635614463809798e-81,19.375208
NAV1,0.3513176,1.7481777363386494e-83,2.1799536895740716e-81,19.357916
TIAM2,0.515473,7.019864794035725e-83,8.664654809506062e-81,19.28616
SLC25A48,0.7405371,1.9631032278911048e-82,2.414882254526044e-80,19.232906
ANAPC16,0.45162338,2.722956996887976e-82,3.32712450237198e-80,19.215933
SOX2-OT,0.2696153,3.326730245733809e-82,4.051267615640785e-80,19.205536
FBXO32,0.5756221,3.6946541996201955e-82,4.484324957219018e-80,19.200089
FMNL2,0.19949059,9.180885224390119e-82,1.110612600632867e-79,19.15275
METTL7A,0.788015,1.1394328068207836e-81,1.3738088530449792e-79,19.141499
SGMS1,0.28589922,2.0146689294954527e-81,2.421060233029321e-79,19.111782
TMEFF2,0.35190704,7.742579670758638e-81,9.273776676699458e-79,19.041403
GOLM2,0.3949441,9.213596730634078e-81,1.0999524070683543e-78,19.032291
OLMALINC,0.49222586,1.007773747379208e-80,1.199184891816069e-78,19.027592
BACH2,0.41379195,2.0247618872234102e-80,2.401486313927649e-78,18.99099
TNS1,0.65113235,4.666395977888213e-80,5.516649686586546e-78,18.947096
CHST3,0.5101187,2.8665292720250806e-79,3.3453866619543988e-77,18.85131
LIMCH1,0.21813954,4.4739851519017736e-79,5.204688413771482e-77,18.827747
GXYLT2,0.84136593,9.199133656042178e-79,1.0633614434406596e-76,18.78953
TRIM2,0.2352093,1.6654332045008787e-78,1.919042843110316e-76,18.758001
ABCA8,0.31336033,1.9920219202856768e-78,2.2881230965754595e-76,18.74848
TMEM98,0.45065898,2.9713807243739427e-78,3.402324369053585e-76,18.7272
MSI2,0.42085847,4.0043464204851445e-78,4.5707292119970245e-76,18.711308
ARHGAP35,0.4148943,9.387434117929365e-78,1.0648450190094831e-75,18.665848
BBS9,0.37370226,1.0463772542925918e-77,1.183251198239188e-75,18.660048
SEPTIN8,0.42814144,7.33301794712982e-77,8.24104473737318e-75,18.555712
NOL4L,0.5781861,2.7530957937057193e-76,3.075022209828609e-74,18.484486
YPEL2,0.35354346,7.341310951438401e-76,8.149750437919971e-74,18.431505
MBNL1,0.32202178,1.1083288121759978e-75,1.2266403862903475e-73,18.409206
DENND11,0.48298565,1.1001990067476275e-74,1.2139529161725638e-72,18.284473
ENSG00000262039,1.1565387,1.3730454082427238e-74,1.5104329125357723e-72,18.27239
EHBP1,0.48815674,1.5100269004849673e-74,1.6561174548330913e-72,18.2672
LHFPL2,1.656603,1.9250836315858598e-74,2.0986869818354588e-72,18.25394
LCORL,0.45910728,3.822851542774154e-74,4.1551543395669406e-72,18.216433
PLD1,0.29198757,4.627219369176487e-74,4.99959381811437e-72,18.205976
BBS2,0.36953634,8.41651964399265e-74,9.06693234547516e-72,18.173187
ITPKB,0.48516023,3.248889957819957e-73,3.479370033651185e-71,18.098934
USP32,0.31739885,6.223178947343837e-73,6.625683971657421e-71,18.063097
SLC24A2,0.25895965,1.17180012042894e-72,1.2403368018912371e-70,18.028133
SGCD,0.5149939,5.408710818321545e-72,5.691964691234801e-70,17.943357
SHROOM4,0.30379963,6.361785852228234e-72,6.675658399173903e-70,17.934338
MBNL2,0.21177961,1.089013012460146e-71,1.136193175063004e-69,17.904432
NDRG1,0.2967356,1.4106324531757995e-71,1.467541396715349e-69,17.890018
FOXP1,0.34482324,1.5603112078888474e-71,1.6186339516139234e-69,17.884398
CTNND2,0.3159549,3.2836283565334743e-71,3.396689651082297e-69,17.842875
NACC2,0.6686452,6.350651188180167e-71,6.513800311662429e-69,17.805984
RBM48,0.6398973,7.622166691337349e-71,7.79602060575774e-69,17.795763
FGF1,0.40603393,8.783008861584155e-71,8.908270714986136e-69,17.78782
RAPGEF5,0.2394347,1.2492637450667989e-70,1.2635608745936744e-68,17.768064
PRRG1,0.38520962,1.5268039121231e-70,1.5399995581226126e-68,17.756805
NSMCE2,0.34213614,7.112327756921648e-70,7.095180226987152e-68,17.670218
ZBTB37,0.50499773,1.355570771808539e-69,1.348607730685588e-67,17.633795
ST6GALNAC3,0.37078202,4.6143566152833524e-69,4.5657052466222134e-67,17.564413
ECE1,0.5811012,5.16277101783667e-69,5.094493720907015e-67,17.558039
NT5DC1,0.36281502,5.583449488370668e-69,5.494717912717642e-67,17.553593
CREBBP,0.38961345,1.0822684116906704e-68,1.0621983128431453e-66,17.515968
PRKD1,0.65253663,1.98009808037598e-68,1.9381540672755423e-66,17.48156
SPOCK1,0.17175901,9.640997914671997e-68,9.336383406091403e-66,17.391075
ENSG00000240963,0.9887268,1.237674398560764e-67,1.1953899257399082e-65,17.376753
ENSG00000235189,0.98014855,1.2418004264624655e-67,1.196202040432574e-65,17.376562
GRID1,0.23989321,3.181977746359909e-67,3.049004571064658e-65,17.322506
KANSL1L,0.3766333,5.256987862627421e-67,5.010927802460462e-65,17.293594
TBC1D5,0.2550918,9.178632606888626e-67,8.726171553055579e-65,17.261444
SYNJ2,0.26860088,2.0620548000249867e-66,1.950221802039216e-64,17.214645
PPP1R9A,0.37716886,2.5603721343723517e-66,2.4089992288570046e-64,17.20211
NCOA7,0.25254166,5.365724290329356e-66,5.0096603297300637e-64,17.15919
RAB30,0.39778993,6.661838581215328e-66,6.203858476194693e-64,17.146618
INSR,0.36286262,7.677793881200206e-66,7.131730377608723e-64,17.138367
AKIRIN1,0.5831323,2.511982890077854e-65,2.3273873026339648e-63,17.0693
MLLT3,0.45387423,3.280257861236324e-65,3.0314910975466246e-63,17.05371
TRMT11,0.4860283,1.067720367756303e-64,9.81763485624811e-63,16.984604
ST3GAL6,0.71404463,1.4223972892673069e-64,1.3013148265527934e-62,16.967766
VEZF1,0.46881676,2.4586496653381108e-64,2.2437180855712104e-62,16.935595
HIVEP3,0.5976293,3.748954213789123e-64,3.3956945480718794e-62,16.910751
NXPE3,0.33931112,5.596570267830411e-64,5.056633166060569e-62,16.887123
KHDRBS3,0.45984074,5.973705744175559e-64,5.384024097943575e-62,16.883274
ARHGAP23,0.3112222,8.656938890735256e-64,7.783122441714867e-62,16.861362
ERCC6L2,0.38630623,1.2271743981308145e-63,1.1005880341068773e-61,16.840729
MACF1,0.22571142,1.771041773167902e-63,1.5844514261569936e-61,16.819006
BAHCC1,0.6812448,1.7469711593183065e-62,1.5552741773373636e-60,16.682844
GRM3,0.27305123,3.2013342637371715e-62,2.843097151492632e-60,16.64663
GIT1,0.5958149,4.0958828951019785e-62,3.6198856304964377e-60,16.631872
SGK3,0.23820293,4.301220298850581e-62,3.792155775344972e-60,16.628942
PCBP1-AS1,0.35117102,5.343790726318891e-62,4.699954297746943e-60,16.615932
PHF21A,0.3437997,6.669770045041063e-62,5.837972761539307e-60,16.602634
SOBP,0.38125792,7.135977922614436e-62,6.231060626336615e-60,16.59858
PAPOLA,0.36462596,1.2371784571009622e-61,1.077706745932063e-59,16.565514
ATG4C,0.27184197,1.577052387200584e-61,1.3704923991109228e-59,16.550909
EML2,0.43394333,3.7938812607938704e-61,3.265787339669655e-59,16.497978
KAZN,0.33013648,7.444654911976637e-61,6.348355378334737e-59,16.457216
LINC02199,1.0599754,1.1681223867452226e-60,9.937773912655851e-59,16.42992
MICAL3,0.25998485,1.563051936997341e-60,1.326663103262172e-58,16.412249
ZDHHC2,0.6199324,1.8870167286359403e-60,1.597908212164927e-58,16.40081
RNF144A,0.27412903,2.0833305621997514e-60,1.7600517965386856e-58,16.394798
FAM53B,0.31982386,5.663677500478287e-60,4.762721135044235e-58,16.333908
HIPK2,0.22731209,1.0503285806614367e-59,8.791853857251547e-58,16.296194
PREX2,0.6189925,1.0658065338265522e-59,8.900951263690921e-58,16.2953
CEP97,0.42000487,1.490511331145559e-59,1.2419336061709861e-57,16.274782
PIP4K2A,0.11938932,2.1179511170558292e-59,1.7607040199597457e-57,16.25326
SPATA6,0.33603188,2.5567086977934736e-59,2.1206122347165367e-57,16.241716
HDAC2-AS2,0.32579663,2.7708899361558906e-59,2.293037371711552e-57,16.23678
APC,0.35419086,2.8700463676480493e-59,2.3697081255963894e-57,16.234623
TCF4,0.23387513,2.94048631503871e-59,2.4223752874024775e-57,16.233135
CNTNAP2,0.31236377,6.036372600810039e-59,4.9615439986612904e-57,16.188936
MT-CO1,0.4195555,6.05686473247295e-59,4.967174744117231e-57,16.188726
STK39,0.30846065,1.9526773654801984e-58,1.5941903191001116e-56,16.116531
PACRG-AS3,0.70701164,3.1682633724337956e-58,2.5693275259924136e-56,16.086588
RAB3IP,0.49489582,3.7483194600993685e-58,3.0329735151364047e-56,16.076172
PKNOX1,0.50215125,4.834911447689932e-58,3.9035209674786207e-56,16.06039
KLF15,0.6194601,5.5784307698015555e-58,4.483925412583096e-56,16.051516
PLCG2,0.38223466,6.921974424920061e-58,5.551606448462319e-56,16.038118
CLCN4,0.47202572,7.198288994050309e-58,5.760529645084832e-56,16.035686
EPCAM-DT,0.3897502,1.5081343204259477e-57,1.2042584841085439e-55,15.9896755
NBDY,0.55942667,2.497912541647373e-57,1.9902405134893685e-55,15.958211
MPDZ,0.31027558,3.426451808584753e-57,2.7241040011831445e-55,15.938469
SLC5A3,1.2832779,3.4906296709960464e-57,2.7690807751701098e-55,15.937309
KIF1B,0.1953898,4.3445798956389946e-57,3.439018329565371e-55,15.923625
PI16,0.6895085,5.905625533467375e-57,4.664547438711802e-55,15.904411
KIRREL3,0.33935902,6.981660802489246e-57,5.490631385318325e-55,15.893925
DENND2A,0.5166357,7.295391225683713e-57,5.724995373051624e-55,15.89117
NFIA,0.25528124,1.2730169854857226e-56,9.904507366561139e-55,15.856235
IP6K3,0.6187847,1.3259109504585606e-56,1.0294044675500449e-54,15.853677
SRPK2,0.22503302,2.6759612192934495e-56,2.0599809707592618e-54,15.809497
PDK4,0.478187,3.7471666696141507e-56,2.8664250582771105e-54,15.78827
KIAA1755,0.33487913,6.925522252993242e-56,5.286627175597274e-54,15.749474
ENSG00000285999,1.3247416,1.215175790939869e-55,9.237365532296975e-54,15.713876
KLHL24,0.3174727,2.521555908547037e-55,1.9088335497300354e-53,15.667539
CNKSR3,0.42623305,2.5718131108556598e-55,1.9428393981841552e-53,15.666285
ELF1,0.4147901,2.7165290356709192e-55,2.047914187305373e-53,15.662804
DSCAML1,0.26211134,4.100585650480538e-55,3.084928196390441e-53,15.636598
KIF6,0.35254243,4.9614328776739104e-55,3.717195348597992e-53,15.624455
ZNF397,0.3964497,9.063428046763762e-55,6.762654549974633e-53,15.5859995
ENSG00000286314,0.5947339,1.9666674844157192e-54,1.4584581760192498e-52,15.53642
FAM171B,0.5375317,4.5988447841839744e-54,3.4035190301159936e-52,15.4818735
INPP5A,0.47236055,4.884948624414991e-54,3.6006224557125235e-52,15.47799
FCHO1,0.39856523,8.397344841877233e-54,6.164599201258746e-52,15.443094
EYA4,0.9471001,1.6781487459361555e-53,1.222095042740546e-51,15.398382
ARHGAP12,0.6564001,1.8734563750054133e-53,1.3588903092967553e-51,15.391261
IL1RAPL1,0.17635873,2.3472211339025463e-53,1.6991454458779226e-51,15.376667
PPM1B,0.24857917,4.0215972794450493e-53,2.90544444720542e-51,15.341757
ETV5,1.7624737,6.147090100093995e-53,4.432234549002427e-51,15.314192
CAB39L,0.56314546,1.4473020993341618e-52,1.0353470342034479e-50,15.25841
GPRC5B,0.23446922,1.4512512133731508e-52,1.0361364545361405e-50,15.258233
BBX,0.2874955,1.5589979650034844e-52,1.1108852035559075e-50,15.253558
GABPB1-AS1,0.3753713,2.704607231847571e-52,1.91969119933789e-50,15.217553
MIB1,0.37941468,3.1262606066457424e-52,2.2146576110736337e-50,15.20807
PBX1,0.33668566,5.237609201745884e-52,3.7031422573586623e-50,15.174246
ZDHHC20,0.29165947,5.698588721626951e-52,4.0212599327883824e-50,15.16871
CHORDC1,0.45267308,6.3247000279308345e-52,4.445848984884509e-50,15.161865
SLCO1A2,0.2592646,8.443453312484334e-52,5.923757649598835e-50,15.1428795
ANKH,0.32994986,1.0078309691839979e-51,7.057142548063026e-50,15.131237
SIK2,0.3298815,1.0307869643461399e-51,7.204033578842926e-50,15.129755
GPR135,0.64641416,1.5266845138715356e-51,1.0649355654998152e-49,15.103885
C1GALT1,0.37852076,2.6753748944116665e-51,1.8590792109793436e-49,15.066858
DIS3L2,0.3487356,3.011125874849294e-51,2.0884021972383332e-49,15.059043
ENSG00000286558,0.41670957,3.597372753449612e-51,2.490257351684549e-49,15.047277
WASHC5,0.4032418,3.867075294316855e-51,2.6668171518307825e-49,15.042493
PHACTR3,0.21497746,4.267906889814646e-51,2.9321325598477525e-49,15.035964
NFKB1,0.40925187,4.987323945975782e-51,3.413504502271996e-49,15.025645
THBS2,0.59120584,6.396336330855534e-51,4.369669765086524e-49,15.009149
ITPR1,0.70685625,6.532154927775863e-51,4.445772434208873e-49,15.007755
ACTN4,0.33136487,6.966682380141418e-51,4.723851747219913e-49,15.003482
RASSF4,0.39389992,8.274838594501789e-51,5.6004353699442224e-49,14.992059
TOB2,0.36918387,9.589926103685181e-51,6.478448780842019e-49,14.982261
JAKMIP3,0.33118635,1.4668638916126956e-50,9.87272606680249e-49,14.953992
CHDH,1.0330061,2.167365020834267e-50,1.4533719178382565e-48,14.9279785
ADAM12,0.454729,3.040576394407001e-50,2.031439773819224e-48,14.905384
FMNL3,0.6882217,3.900548592054531e-50,2.6012229914631792e-48,14.88874
HNRNPA2B1,0.2518332,6.114427005506787e-50,4.070173969369527e-48,14.858651
ADD3,0.28657973,7.9603509094872705e-50,5.2796411168715933e-48,14.840964
RTN4,0.16350181,1.1322984727820987e-49,7.482622865869651e-48,14.817309
